task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (TREATMENT_mIFNa11_10000_REP1);388de9caae298c618248fbded8b1a6a6;1;2020124369;2;2494694;3
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (TREATMENT_mIFNa11_100000_REP2);004a2b4db7bb95fc9c62885b4202f3c2;2;5446734003;2;1202365955;4
NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (TREATMENT_mIFNa11_100000_REP2);dd6ee4e3524709a45d0ae4bc9a898884;4;3787509722;3;11607864;2
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (TREATMENT_mIFNa11_10000_REP2);ec2ba05a7a4e07d9dae3c45977743acf;3;4973535947;3;1941440828;18
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (TREATMENT_mIFNa11_100000_REP1);19968bd1f7332b58e4b8a523b1beecd4;2;6585027358;2;1765287348;4
NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (TREATMENT_mIFNa11_100000_REP1);73e2ae6e8b35b5a0ee12d640fe6b9f79;4;5088474245;3;11650649;2
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (TREATMENT_mIFNa11_100000_REP3);fa0f3259628a4ae1bbebf2c45ffb0cb2;2;6027403567;2;1491197150;5
NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (TREATMENT_mIFNa11_100000_REP3);feefa26904a242cd79079eff9e72c8bd;4;4448018454;3;11629053;2
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (TREATMENT_mIFNa11_10000_REP3);64b54b0e154156d7256aaef22711bb37;3;4873614943;3;1835338776;17
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (TREATMENT_mIFNa11_10000_REP1);749c6bb5bf238a469e305e8bc32a1364;3;5167414065;3;2149029972;18
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (TREATMENT_mIFNa11_100000_REP2);09bfdcb74fb45fbd9098c5f6f36013e7;1;1202365862;2;2172942;3
NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:CUSTOM_TX2GENE (null);b8bcc2308080f52cc627f11442048c29;7;907812452;2;7775247;3
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (TREATMENT_mIFNa11_100000_REP1);0d883dd89c73bd9a1aedb9dbbf20506a;1;1765287255;2;2415358;3
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (TREATMENT_mIFNa11_100000_REP3);8c2c77b76a4099c3bed9b15efd6453a2;1;1491197057;2;2311446;3
NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:CUSTOM_TX2GENE (null);2a30373554f195ca07aa6343ec1cddc1;7;908126647;2;7775242;3
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (TREATMENT_mIFNa11_100000_REP2);741aef11b6a7c5edf037a91f7010f6c1;3;4349655558;3;1276581096;11
NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:TXIMETA_TXIMPORT;0b97af88f6d7559e283c8232f71199bc;7;77309357;9;56370672;3
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (TREATMENT_mIFNa11_100000_REP1);83bde94556198684888c0913229ec61d;3;4912576951;3;1878228642;18
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (TREATMENT_mIFNa11_100000_REP3);4048e350197cdc6435973d1f7ddc7ad1;3;4638486753;3;1584447185;18
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (TREATMENT_mIFNa11_10000_REP2);399f71f86e7c18219c71bb5145129508;2;1828694571;2;665;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (TREATMENT_mIFNa11_10000_REP2);97b685bc62e15d3886152eeffa75ab92;2;1828694571;2;645;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (TREATMENT_mIFNa11_10000_REP2);ed55026d3981b4dfab6778de4e7e4421;3;4975983553;2;279916;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (TREATMENT_mIFNa11_10000_REP3);9b3dc35a8e9791f2e5faf2b1cd3c762b;2;1728724527;2;644;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (TREATMENT_mIFNa11_10000_REP3);9f060019c0985fbd05e0e06d6a8edd76;3;4876013509;2;279267;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (TREATMENT_mIFNa11_10000_REP1);59d712d387a1c1fc0d08d38c88394e63;2;2022618969;2;645;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (TREATMENT_mIFNa11_10000_REP3);f4c88ab770eb2c147d81d60bebc4a32b;2;1728724527;2;663;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (TREATMENT_mIFNa11_10000_REP1);da4578009db86fe3b933e218e2088642;3;5169907951;2;281371;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (TREATMENT_mIFNa11_10000_REP1);adc095933c28c06e40fbcca5accac207;2;2022618969;2;665;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (TREATMENT_mIFNa11_100000_REP2);37d71e511966cd43266262b902df9375;2;1204538710;2;658;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (TREATMENT_mIFNa11_100000_REP2);9043dba35d4729ea7279b4cde2b9f192;2;1204538710;2;641;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (TREATMENT_mIFNa11_100000_REP1);8d8406a969c00584937b68255182dada;2;1767702519;2;663;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (TREATMENT_mIFNa11_100000_REP2);20826f6ff2bf0b616ab573d157ac02b2;3;4351827692;2;274865;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (TREATMENT_mIFNa11_100000_REP1);e27373b258ec9e4beffbd0a238d5b784;3;4914991501;2;279492;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (TREATMENT_mIFNa11_100000_REP1);c5bcff6b112d007ba779333869d7436e;2;1767702519;2;644;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (TREATMENT_mIFNa11_100000_REP3);97a25820213e97a93e275c88ad53614a;2;1493508409;2;644;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (TREATMENT_mIFNa11_100000_REP3);a8783c63d21906ae60aa7184c820827c;2;1493508409;2;661;1
NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (TREATMENT_mIFNa11_100000_REP3);4a4a7989227688c5a7865b2923198178;3;4640797391;2;277338;1
NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMETA_TXIMPORT;e5ce002da52a4d5ad3f39901a43a7f42;7;77623552;9;56259874;3
NFCORE_RNASEQ:RNASEQ:DUPRADAR (TREATMENT_mIFNa11_10000_REP2);088be121b2057f5bd4577447342a9030;2;2779715146;9;5906536;1
NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (TREATMENT_mIFNa11_10000_REP2);155f7bfbd4197ae5c17e034faa380a06;2;2779715146;5;319657448;0
NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (TREATMENT_mIFNa11_10000_REP2);16e48db0aa969dfad39d1eca905d0a30;2;2779715146;2;508066;1
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (TREATMENT_mIFNa11_10000_REP2);645d4c9f8943ace722f4cefc2c1ea4c2;1;1941436884;2;245201848;0
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (TREATMENT_mIFNa11_10000_REP2);f8f7d8769509fee11ac300b1ab403544;1;1941436884;2;245893423;1
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (TREATMENT_mIFNa11_10000_REP2);0e823b2ca674b635349ab6ed3a75638b;1;1941436884;2;2467133;3
NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (TREATMENT_mIFNa11_10000_REP2);e26b062d5516a39841af1ceb070a444d;2;2779715146;3;27341547;1
NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_PSEUDO;5e12e04b12606b36252192973fe94344;3;3858196;7;2013298;0
NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_GENE_UNIFIED (all_samples);4aff19086edaba318893f1fbbc430a83;7;27308484;3;6970002;0
NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SE_TRANSCRIPT_UNIFIED (all_samples);af12103b646adf7aee1e5cbfe86be0df;5;44613964;3;11382997;0
NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (TREATMENT_mIFNa11_10000_REP3);4bfbb1fa5b64231e8a95912376db6db6;2;2673613093;5;319390862;0
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (TREATMENT_mIFNa11_10000_REP3);501931eb6aa50e93c0a18d8f605ec71a;1;1835334831;2;236570825;0
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (TREATMENT_mIFNa11_10000_REP3);06e5ff01b13beee157c610128885d883;1;1835334831;2;2419341;3
NFCORE_RNASEQ:RNASEQ:DUPRADAR (TREATMENT_mIFNa11_10000_REP3);145af94ac5e26f2e599be333bba16518;2;2673613093;9;5822853;1
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (TREATMENT_mIFNa11_10000_REP3);0cee0bcc6131e31d9e65bda37a1ad291;1;1835334831;2;236093342;0
NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (TREATMENT_mIFNa11_10000_REP3);05a34a56b8c0d67fa18e9f57dc694b0e;2;2673613093;2;502158;1
NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (TREATMENT_mIFNa11_10000_REP3);027938d5e7998c587e697e6a3ffc4e1b;2;2673613093;3;27341545;1
NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (TREATMENT_mIFNa11_10000_REP1);86df49326f4a3e31269f0635b7ad0700;2;2987304263;2;508678;1
NFCORE_RNASEQ:RNASEQ:DUPRADAR (TREATMENT_mIFNa11_10000_REP1);3dc988a71bf821190645166e4a9cda86;2;2987304263;9;5904363;1
NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (TREATMENT_mIFNa11_10000_REP1);803f370e5a2b916f14d8e82690654120;2;2987304263;5;321104471;0
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (TREATMENT_mIFNa11_10000_REP1);4956f4f3d9e8e46998b728685f1d297f;1;2149026001;2;262095419;0
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (TREATMENT_mIFNa11_10000_REP1);ff5ca247f08955992eddeaa04d4aed5f;1;2149026001;2;261356407;0
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (TREATMENT_mIFNa11_10000_REP1);004b785016265a19865e2e2f50f3565c;1;2149026001;2;2518469;3
NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (TREATMENT_mIFNa11_10000_REP1);449c9f83122de7222456787c84b91146;2;2987304263;3;27341546;1
NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (TREATMENT_mIFNa11_100000_REP2);df0261d5e91bd5a9d82d278d84f17acc;2;2114855456;5;316897834;0
NFCORE_RNASEQ:RNASEQ:DUPRADAR (TREATMENT_mIFNa11_100000_REP2);10f5a025a3ff5802baad6a5ba5e43b40;2;2114855456;9;5610359;1
NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (TREATMENT_mIFNa11_100000_REP2);cd743c39910f1bb16dc47bc31338e39b;1;1276577194;2;2187973;3
NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (TREATMENT_mIFNa11_100000_REP2);c416cd3750e684f45057b92de461b932;2;2114855456;2;498457;1
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (TREATMENT_mIFNa11_100000_REP2);8cde39f50a9117a3381e9a816823ea2f;1;1276577194;2;183485222;0
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (TREATMENT_mIFNa11_100000_REP2);491d6332c0af6ca5645339d0f81f97f1;1;1276577194;2;182987334;0
NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (TREATMENT_mIFNa11_100000_REP2);edaf0bc9180941628d9ae2ad96f81ec8;2;2114855456;3;27341546;0
NFCORE_RNASEQ:RNASEQ:DUPRADAR (TREATMENT_mIFNa11_100000_REP3);c7fb656144e87c4604c4b9eed4da8367;2;2422721530;9;5750290;1
NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (TREATMENT_mIFNa11_100000_REP3);de66cb497fbb28a68c93e84ffbd68c98;2;2422721530;5;317846140;0
NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (TREATMENT_mIFNa11_100000_REP3);272d5bbe1b86b67a8f1ea0d782dad79d;2;2422721530;2;501363;1
NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (TREATMENT_mIFNa11_100000_REP3);68bb56582a8fad641e519c7e40cebec4;1;1584443268;2;215617047;1
