run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.23482585319305557,0.04536427329611111,0.2801901264891667,0.2345498811175,0.045315894794166665,0.27986577591166667
2,0.2350283641525,0.045893209995277774,0.28092157414777774,0.23481320757138888,0.0458553350275,0.28066854259888885
3,0.2352635987563889,0.04581837761916666,0.28108197637555554,0.23496060763916668,0.04576444810666666,0.28072505574583334
