run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.12114525573055554,0.028242575664444443,0.14938783139499998,0.12093189339249999,0.028208871834166663,0.14914076522666664
2,0.1208320378611111,0.028151970598055555,0.14898400845916668,0.1205932625322222,0.028114031069166667,0.14870729360138887
3,0.12234187281166665,0.028842660194166665,0.15118453300583332,0.1220980024161111,0.028802420577499998,0.1509004229936111
