run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.2542928469836111,0.04508276765694444,0.29937561464055557,0.25405743888777776,0.04504156986138889,0.2990990087491667
2,0.25551520264333333,0.045729330021111105,0.3012445326644444,0.25521025706694445,0.04567591946333333,0.30088617653027777
3,0.2555869267027778,0.045774918908611115,0.3013618456113889,0.25523396438333334,0.04571252726833333,0.30094649165166665
