run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.2708913632480555,0.03330057225527778,0.3041919355033333,0.27070369873055555,0.03327145689944445,0.30397515563
2,0.27155176240583334,0.03433134694861111,0.30588310935444446,0.2714011432,0.034305391425277776,0.30570653462527775
3,0.2717955561,0.034266096643333334,0.3060616527433333,0.2717319910297222,0.03425510135333333,0.3059870923830555
