run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.2710776011408333,0.03328490105166667,0.3043625021925,0.2710776011408333,0.03328490105166667,0.30436250219249994
2,0.2710384738572222,0.0332531158325,0.30429158968972214,0.27089351927527777,0.03322660142111111,0.3041201206963889
3,0.27106442236194445,0.03324125312666667,0.30430567548861104,0.27095972353305553,0.03322044546583333,0.3041801689988889
