run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.2342848082661111,0.044363900778055555,0.27864870904416666,0.23389898621194444,0.044298464853888886,0.2781974510658333
2,0.2348465069283333,0.04516678622527777,0.28001329315361106,0.2345261354172222,0.045109350157222214,0.2796354855744444
3,0.2349886563583333,0.045233835287777774,0.28022249164611107,0.2345900647988889,0.04516262769,0.2797526924888889
