run,pkg,dram,total,active_pkg,active_dram,active_total
1,0.12400790183833332,0.027481546209722218,0.15148944804805553,0.12322909023666666,0.027344974389166665,0.15057406462583334
2,0.12415265012166667,0.026323624686944443,0.1504762748086111,0.12357537302138888,0.0262338006225,0.14980917364388888
3,0.12395022339,0.02637699675611111,0.1503272201461111,0.1230836310986111,0.026236631258055556,0.14932026235666665
