test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,40.17,5.65,24.80
CPUStress,32,10,57.54,7.26,29.30
CPUStress,32,20,97.52,11.56,34.20
CPUStress,32,30,113.78,11.89,39.60
CPUStress,32,40,123.43,11.84,42.90
CPUStress,32,50,132.37,12.20,45.80
CPUStress,32,60,143.19,12.62,48.00
CPUStress,32,70,141.37,12.48,49.40
CPUStress,32,80,143.68,12.71,51.20
CPUStress,32,90,140.74,12.52,52.10
CPUStress,32,100,134.63,11.97,53.00
ipsec,32,100,134.75,11.48,54.20
VMStress,32,100,134.84,35.70,49.30
maximize,32,100,134.84,19.70,53.10
