test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,40.07,5.61,27.80
CPUStress,32,10,45.04,5.55,27.70
CPUStress,32,20,47.20,5.56,27.80
CPUStress,32,30,51.33,5.87,27.90
CPUStress,32,40,52.58,5.84,27.80
CPUStress,32,50,55.61,6.17,28.20
CPUStress,32,60,57.38,6.28,28.50
CPUStress,32,70,59.04,6.40,28.90
CPUStress,32,80,59.26,6.34,29.20
CPUStress,32,90,61.42,6.58,29.40
CPUStress,32,100,59.54,6.43,30.20
ipsec,32,100,59.20,5.50,30.20
VMStress,32,100,87.53,29.15,31.80
maximize,32,100,60.32,13.92,31.20
