test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,40.78,5.70,26.60
CPUStress,32,10,44.93,5.65,26.60
CPUStress,32,20,48.03,5.72,26.90
CPUStress,32,30,50.56,5.83,27.50
CPUStress,32,40,53.59,6.05,27.60
CPUStress,32,50,55.18,6.15,27.60
CPUStress,32,60,57.66,6.33,28.20
CPUStress,32,70,58.28,6.36,28.40
CPUStress,32,80,58.69,6.38,28.50
CPUStress,32,90,60.24,6.56,29.10
CPUStress,32,100,59.74,6.42,28.90
ipsec,32,100,59.94,5.60,29.50
VMStress,32,100,88.10,29.02,31.30
maximize,32,100,62.62,14.13,30.80
