,level_0,index,start,complete,read_bytes,write_bytes,rss,vmem,rchar,wchar,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,wf_duration,avg_cpu_wf,avg_power_wf
0,0,0,2025-11-16 10:13:49.000,2025-11-16 20:57:55.000,2962.244,1013564.4,7129575.899999999,26814719.099999998,8068058.3396,2511895.0892,42387843.931455,6864540.039054999,49252383.970510006,0 days 10:44:06,416.61037300705743,1274.4497223647986
