id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
0,ichnos_cpu_high_mem_high_w01_t01,1781729969000,1781730000000,4,389.396959,Intel Xeon Silver 4314,2162614272.0,,,0.00010160015655241668,1.0841011938209536e-06,0.0020081629047890574,0.0020081629047890574,0.0,1.0,
1,ichnos_cpu_high_mem_high_w01_t02,1781729969000,1781730000000,4,387.465958,Intel Xeon Silver 4314,2162552832.0,,,0.0001034805423721794,9.935204765691757e-07,0.0020431689159534387,0.0020431689159534387,0.0,1.0,
2,ichnos_cpu_high_mem_high_w01_t03,1781729969000,1781730000000,4,393.841039,Intel Xeon Silver 4314,2162495488.0,,,0.00010235696127996704,1.1539202389485043e-06,0.002036122481630258,0.002036122481630258,0.0,1.0,
3,ichnos_cpu_high_mem_high_w01_t04,1781729969000,1781730000000,4,385.827235,Intel Xeon Silver 4314,2162544640.0,,,0.00010110482122164062,1.074087121518453e-06,0.0020038437558929627,0.0020038437558929627,0.0,1.0,
4,ichnos_cpu_high_mem_high_w02_t01,1781730580000,1781730600000,3,376.785834,Intel Xeon Silver 4314,2162573312.0,,,6.3700355060625e-05,6.929686208089194e-07,0.0019565299664028725,0.0019565299664028725,0.0,1.0,
5,ichnos_cpu_high_mem_high_w02_t02,1781730580000,1781730600000,4,385.652408,Intel Xeon Silver 4314,2162634752.0,,,6.466373188305556e-05,7.445126135698956e-07,0.0019873706416099176,0.0019873706416099176,0.0,1.0,
6,ichnos_cpu_high_mem_high_w02_t03,1781730580000,1781730600000,3,370.757931,Intel Xeon Silver 4314,2162544640.0,,,6.388279304163194e-05,6.40978524515364e-07,0.0019567930631550798,0.0019567930631550798,0.0,1.0,
7,ichnos_cpu_high_mem_high_w02_t04,1781730580000,1781730600000,4,384.855577,Intel Xeon Silver 4314,2162520064.0,,,6.478402212833334e-05,6.993896568425498e-07,0.00199408448482923,0.00199408448482923,0.0,1.0,
8,ichnos_cpu_high_mem_high_w03_t01,1781731190000,1781731200000,4,392.229176,Intel Xeon Silver 4314,2162540544.0,,,3.301262231333334e-05,3.496981401824952e-07,0.0020206656716042293,0.0020206656716042293,0.0,1.0,
9,ichnos_cpu_high_mem_high_w03_t02,1781731190000,1781731200000,4,381.774099,Intel Xeon Silver 4314,2162511872.0,,,3.227184180609375e-05,3.464744665781657e-07,0.001977661562938607,0.001977661562938607,0.0,1.0,
10,ichnos_cpu_high_mem_high_w03_t03,1781731190000,1781731200000,4,399.448224,Intel Xeon Silver 4314,2162585600.0,,,3.441311175166667e-05,3.2049533253245883e-07,0.002111407347598547,0.002111407347598547,0.0,1.0,
11,ichnos_cpu_high_mem_high_w03_t04,1781731190000,1781731200000,3,389.832616,Intel Xeon Silver 4314,2162503680.0,,,3.268232122680556e-05,3.7223374524116523e-07,0.0020041175006881755,0.0020041175006881755,0.0,1.0,
12,ichnos_cpu_high_mem_high_w04_t01,1781731799000,1781731800000,4,380.153548,Intel Xeon Silver 4314,2162491392.0,,,3.2134854604375e-06,3.464711853027344e-08,0.0019680630183920474,0.0019680630183920474,0.0,1.0,
13,ichnos_cpu_high_mem_high_w04_t02,1781731799000,1781731800000,4,374.33183,Intel Xeon Silver 4314,2162667520.0,,,3.138278484496528e-06,3.722619471708934e-08,0.0019240605136682852,0.0019240605136682852,0.0,1.0,
14,ichnos_cpu_high_mem_high_w04_t04,1781731799000,1781731800000,4,383.512041,Intel Xeon Silver 4314,2162548736.0,,,3.3040183763697924e-06,3.204898692851596e-08,0.0020235116756127684,0.0020235116756127684,0.0,1.0,
15,ichnos_cpu_high_mem_high_w04_t03,1781732100000,1781732400000,3,353.662866,Intel Xeon Silver 4314,2162655232.0,,,0.0008929987366500001,1.0491500581359863e-05,0.0009202198647907606,0.0009202198647907606,0.0,1.0,
