id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
0,ichnos_cpu_high_mem_high_w01_t01,1781729969000,1781730000000,4,389.396959,Intel Xeon Silver 4314,2162614272.0,,,9.699308124670168e-05,1.0841011938209536e-06,0.001918063819188514,0.001918063819188514,0.0,1.0,
1,ichnos_cpu_high_mem_high_w01_t02,1781729969000,1781730000000,4,387.465958,Intel Xeon Silver 4314,2162552832.0,,,9.421413743470716e-05,9.935204765691757e-07,0.0018619485248378893,0.0018619485248378893,0.0,1.0,
2,ichnos_cpu_high_mem_high_w01_t03,1781729969000,1781730000000,4,393.841039,Intel Xeon Silver 4314,2162495488.0,,,9.344391464127863e-05,1.1539202389485043e-06,0.00186079739141222,0.00186079739141222,0.0,1.0,
3,ichnos_cpu_high_mem_high_w01_t04,1781729969000,1781730000000,4,385.827235,Intel Xeon Silver 4314,2162544640.0,,,9.249395018217923e-05,1.074087121518453e-06,0.0018349748528579512,0.0018349748528579512,0.0,1.0,
4,ichnos_cpu_high_mem_high_w02_t01,1781730580000,1781730600000,3,376.785834,Intel Xeon Silver 4314,2162573312.0,,,5.827513857769889e-05,6.929686208089194e-07,0.001791689917524821,0.001791689917524821,0.0,1.0,
5,ichnos_cpu_high_mem_high_w02_t02,1781730580000,1781730600000,4,385.652408,Intel Xeon Silver 4314,2162634752.0,,,5.903293891208332e-05,7.445126135698956e-07,0.0018162840649006001,0.0018162840649006001,0.0,1.0,
6,ichnos_cpu_high_mem_high_w02_t03,1781730580000,1781730600000,3,370.757931,Intel Xeon Silver 4314,2162544640.0,,,5.8162260318374356e-05,6.40978524515364e-07,0.0017833081834166637,0.0017833081834166637,0.0,1.0,
7,ichnos_cpu_high_mem_high_w02_t04,1781730580000,1781730600000,4,384.855577,Intel Xeon Silver 4314,2162520064.0,,,6.184638031083911e-05,6.993896568425498e-07,0.0019046281506133501,0.0019046281506133501,0.0,1.0,
8,ichnos_cpu_high_mem_high_w03_t01,1781731190000,1781731200000,4,392.229176,Intel Xeon Silver 4314,2162540544.0,,,3.151565968849537e-05,3.496981401824952e-07,0.0019299986872168807,0.0019299986872168807,0.0,1.0,
9,ichnos_cpu_high_mem_high_w03_t02,1781731190000,1781731200000,4,381.774099,Intel Xeon Silver 4314,2162511872.0,,,2.952332136324575e-05,3.464744665781657e-07,0.0018110176690805556,0.0018110176690805556,0.0,1.0,
10,ichnos_cpu_high_mem_high_w03_t03,1781731190000,1781731200000,4,399.448224,Intel Xeon Silver 4314,2162585600.0,,,3.133150992257575e-05,3.2049533253245883e-07,0.001924081086650671,0.001924081086650671,0.0,1.0,
11,ichnos_cpu_high_mem_high_w03_t04,1781731190000,1781731200000,3,389.832616,Intel Xeon Silver 4314,2162503680.0,,,2.9836407771458327e-05,3.7223374524116523e-07,0.0018315680603424,0.0018315680603424,0.0,1.0,
12,ichnos_cpu_high_mem_high_w04_t01,1781731799000,1781731800000,4,380.153548,Intel Xeon Silver 4314,2162491392.0,,,2.9398001054498114e-06,3.464711853027344e-08,0.0018022354196928771,0.0018022354196928771,0.0,1.0,
13,ichnos_cpu_high_mem_high_w04_t02,1781731799000,1781731800000,4,374.33183,Intel Xeon Silver 4314,2162667520.0,,,2.8650032509635413e-06,3.722619471708934e-08,0.0017584811367440136,0.0017584811367440136,0.0,1.0,
14,ichnos_cpu_high_mem_high_w04_t04,1781731799000,1781731800000,4,383.512041,Intel Xeon Silver 4314,2162548736.0,,,3.0081523952447913e-06,3.204898692851596e-08,0.0018440523895655123,0.0018440523895655123,0.0,1.0,
15,ichnos_cpu_high_mem_high_w04_t03,1781732100000,1781732400000,3,353.662866,Intel Xeon Silver 4314,2162655232.0,,,0.0008525055664890624,1.0491500581359863e-05,0.0008789768960956762,0.0008789768960956762,0.0,1.0,
