test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,45.04,9.49,40.80
CPUStress,32,10,62.10,10.49,39.20
CPUStress,32,20,96.57,13.79,43.10
CPUStress,32,30,114.17,14.29,45.00
CPUStress,32,40,126.10,14.57,48.80
CPUStress,32,50,132.18,14.61,50.00
CPUStress,32,60,139.88,14.70,52.30
CPUStress,32,70,142.43,14.97,53.50
CPUStress,32,80,138.71,14.66,54.60
CPUStress,32,90,140.81,14.88,55.50
CPUStress,32,100,134.91,14.24,56.90
ipsec,32,100,134.88,13.80,58.00
VMStress,32,100,134.61,36.88,52.00
maximize,32,100,135.02,21.40,56.60
