test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,77.73,13.72,42.70
CPUStress,32,10,94.84,13.79,45.40
CPUStress,32,20,106.82,13.97,47.10
CPUStress,32,30,117.22,14.16,48.20
CPUStress,32,40,126.16,14.43,49.80
CPUStress,32,50,131.77,14.35,51.00
CPUStress,32,60,142.20,14.89,53.50
CPUStress,32,70,140.59,14.77,54.00
CPUStress,32,80,138.41,14.57,54.60
CPUStress,32,90,137.98,14.56,55.00
CPUStress,32,100,134.93,14.21,56.30
ipsec,32,100,134.89,13.78,57.70
VMStress,32,100,134.94,36.99,51.60
maximize,32,100,134.96,21.11,55.90
