test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,42.06,8.08,31.70
CPUStress,32,10,47.17,8.15,30.60
CPUStress,32,20,50.77,8.26,30.50
CPUStress,32,30,53.25,8.35,30.30
CPUStress,32,40,55.32,8.43,30.80
CPUStress,32,50,57.73,8.63,30.80
CPUStress,32,60,58.82,8.76,30.90
CPUStress,32,70,60.86,8.95,31.30
CPUStress,32,80,62.63,9.17,31.50
CPUStress,32,90,63.18,9.13,32.00
CPUStress,32,100,60.78,8.69,31.90
ipsec,32,100,60.40,8.02,32.00
VMStress,32,100,87.12,30.14,34.00
maximize,32,100,64.87,16.42,33.30
