test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,44.89,9.77,40.00
CPUStress,32,10,52.99,8.26,38.70
CPUStress,32,20,61.54,8.58,37.90
CPUStress,32,30,68.68,8.80,37.60
CPUStress,32,40,75.76,9.04,38.20
CPUStress,32,50,80.56,9.03,38.80
CPUStress,32,60,87.15,9.29,39.50
CPUStress,32,70,93.27,9.52,40.80
CPUStress,32,80,96.40,9.48,41.80
CPUStress,32,90,98.86,9.44,42.90
CPUStress,32,100,135.00,14.20,50.40
ipsec,32,100,134.80,13.77,53.30
VMStress,32,100,134.89,36.92,49.30
maximize,32,100,135.08,21.61,54.20
