task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);64b77c892561a178970fd3d81b28bbbe;1;3157608038;3;1248;27
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);2221215a9c16344daa4a689462366864;1;142063633;2;8097915;7
NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);646f5ca0322870ab973ba52b87bad30e;1;853;2;1012;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1);94c9b3d55111a052e911b25fe893f6bd;2;455494428;9;432412387;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1);587a5f2fc181687de12b9ed905b0b4cd;2;455494428;5;1854427;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1);9234b390be2d64bbbc36737a13388a6f;2;801187459;9;763883488;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1);316b4e640922d1ea4c4924c2d2249528;2;801187459;5;1876018;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1);226d2e5a959a4244503afc2b68f74969;2;3259653689;9;3085456116;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1);011388b6e7951f2bf4fe2ce86d0d151b;2;3259653689;5;1916033;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1);559a6e19626aa2ec1aa5abe86d62efd9;2;2696661891;9;2547019797;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1);41e49c687dff72ff71fc795ca9920da9;2;2696661891;5;1916021;1
