,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_med_mem_med_w01_t01,1781746620000,1781747226531,1.999828,196.900956,1086791680,hu-worker-c42,606531,Intel Xeon Silver 4314
1,ichnos_cpu_med_mem_med_w01_t02,1781746620000,1781747226532,2.000244,196.343793,1086668800,hu-worker-c40,606532,Intel Xeon Silver 4314
2,ichnos_cpu_med_mem_med_w01_t03,1781746620000,1781747225150,2.000171,180.15319,1086685184,hu-worker-c45,605150,Intel Xeon Silver 4314
3,ichnos_cpu_med_mem_med_w01_t04,1781746620000,1781747225151,2.000152,187.222222,1086746624,hu-worker-c44,605151,Intel Xeon Silver 4314
4,ichnos_cpu_med_mem_med_w02_t01,1781747228000,1781747833989,2.000317,193.918057,1086717952,hu-worker-c40,605989,Intel Xeon Silver 4314
5,ichnos_cpu_med_mem_med_w02_t02,1781747228000,1781747833990,2.00002,185.95989,1086763008,hu-worker-c42,605990,Intel Xeon Silver 4314
6,ichnos_cpu_med_mem_med_w02_t03,1781747228000,1781747833990,2.000047,196.485548,1086746624,hu-worker-c45,605990,Intel Xeon Silver 4314
7,ichnos_cpu_med_mem_med_w02_t04,1781747228000,1781747833991,2.000177,187.95144,1086697472,hu-worker-c44,605991,Intel Xeon Silver 4314
8,ichnos_cpu_med_mem_med_w03_t01,1781747835000,1781748442507,2.000001,197.331729,1086685184,hu-worker-c45,607507,Intel Xeon Silver 4314
9,ichnos_cpu_med_mem_med_w03_t02,1781747835000,1781748441155,2.000286,196.355602,1086676992,hu-worker-c44,606155,Intel Xeon Silver 4314
10,ichnos_cpu_med_mem_med_w03_t03,1781747835000,1781748442508,1.999881,188.862659,1086685184,hu-worker-c42,607508,Intel Xeon Silver 4314
11,ichnos_cpu_med_mem_med_w03_t04,1781747835000,1781748441157,2.000034,188.942671,1086861312,hu-worker-c40,606157,Intel Xeon Silver 4314
12,ichnos_cpu_med_mem_med_w04_t01,1781748444000,1781749050659,2.000218,196.623276,1086791680,hu-worker-c42,606659,Intel Xeon Silver 4314
13,ichnos_cpu_med_mem_med_w04_t02,1781748444000,1781749049520,2.000034,187.365451,1086783488,hu-worker-c45,605520,Intel Xeon Silver 4314
14,ichnos_cpu_med_mem_med_w04_t03,1781748444000,1781749049521,1.999595,196.382722,1086750720,hu-worker-c44,605521,Intel Xeon Silver 4314
15,ichnos_cpu_med_mem_med_w04_t04,1781748444000,1781749049522,2.000039,182.368516,1086767104,hu-worker-c40,605522,Intel Xeon Silver 4314
