task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
6,-,1536364,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070134,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070134),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857702975,1738857702996,1738857704633,1658,10,-,200.0,0.0,0,0,0,0,141921,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/b0/2038d59bec29ebe116944ab2d895be,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
9,-,1536357,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070150,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070150),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857702962,1738857702994,1738857704609,1647,13,-,102.1,0.0,0,0,0,0,141922,882,227,17,208896,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/6e/ad4d6be19b9e5c2869dfc38cbf293a,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
11,-,1536351,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10102392,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10102392),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857702948,1738857702992,1738857704609,1661,11,-,160.0,0.0,0,0,0,0,141921,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/bd/9039449abfd53022a75e8d2f22a92a,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
13,-,1536335,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10102394,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10102394),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857702909,1738857702986,1738857704600,1691,11,-,120.0,0.0,0,0,0,0,141922,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/5a/cbfca4b69675974f421377b0c1d923,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
1,-,1536342,NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY,-,NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY,COMPLETED,0,-,docker.io/biocontainers/biocontainers:v1.2.0_cv1,2,21600000,-,12884901888,1,1738857702927,1738857702990,1738857705126,2199,564,-,50.5,0.0,6361088,16896000,6361088,16896000,5941049,32562677,320,1019,0,32583680,24,9,/users/grad/kathleen/ichnos-gpgnode-16/work/93/a62c2f5c9a8b8ac84f369c68f9cb39,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
7,-,1536828,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070141,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070141),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857704616,1738857704634,1738857706467,1851,11,-,139.1,0.0,0,0,0,0,141921,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/7d/b8a00b3307629dcf93925954da5ad1,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
10,-,1536881,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070151,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070151),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857704645,1738857704734,1738857706475,1830,10,-,141.2,0.0,0,0,0,0,141920,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/a2/37f0b2a2b11772b7a58797d6127f25,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
12,-,1536887,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10102393,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10102393),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857704663,1738857704736,1738857706551,1888,10,-,147.7,0.0,0,0,0,0,141922,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/6a/7ed838ff6ce52b363998a18fe90e62,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
3,-,1536852,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070131,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070131),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857704627,1738857704637,1738857706651,2024,10,-,98.5,0.0,0,0,0,0,141921,881,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/ed/5203a45bfcb9a98d9ab0565249d3cc,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
4,-,1536921,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070132,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070132),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857705138,1738857705225,1738857706717,1579,11,-,97.0,0.0,0,0,0,0,141921,881,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/f2/239328e36cf0534a4f957bf1626e86,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
2,-,1537194,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070130,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070130),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857706478,1738857706553,1738857708080,1602,11,-,164.1,0.0,0,0,0,0,141921,882,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/49/74c3088d08984d6135d1d2c0f4ad3b,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
8,-,1537235,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES,SRR10070149,NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR10070149),COMPLETED,0,-,quay.io/nf-core/ubuntu:20.04,2,21600000,-,12884901888,1,1738857706495,1738857706555,1738857708103,1608,11,-,83.1,0.0,0,0,0,0,141919,881,227,17,0,4096,0,0,/users/grad/kathleen/ichnos-gpgnode-16/work/fc/6e19cced2b83d2c05a34b2b3cb38ca,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
