task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);ac1c92622fc5692b3fd6677bd8ae63e2;1;3147288982;3;1098;106
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv);92a4eeaef9024f4c3d3952880f6aa67d;1;8471;2;8975;0
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);b44b52b7ad2898e8203c7ffec9466b45;1;916094160;2;25691847;105
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP1_T1);b0e4c3b2f4935b0ce3695d8e00384349;1;815628764;3;880302;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Control_REP1_T1);038f769bf32c52c89bbb5f5f0e23691d;1;815628764;5;710067560;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Control_REP2_T1);f6fe446499e9baf7f8c3f3e12532c109;1;750233622;5;653369608;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP2_T1);d476c5620f80a04ceabb00176ccd8645;1;750233622;3;878398;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Control_REP3_T1);5ae2d45d88ceb12b31b46b51219edb1b;1;1220830084;5;1062880753;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP3_T1);514fa101cc9704c9cccd8ebc8661b28a;1;1220830084;3;877571;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Daro_REP1_T1);d50f0a064207dada6e0fc41768368916;1;786949632;5;685068810;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP1_T1);69aa05a4edc642069c2f0efd27c129fb;1;786949632;3;878328;1
