test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,53.85,14.63,45.10
CPUStress,32,10,64.30,14.92,44.00
CPUStress,32,20,74.86,14.90,44.00
CPUStress,32,30,83.86,14.85,44.50
CPUStress,32,40,93.34,15.01,45.00
CPUStress,32,50,99.26,14.91,45.90
CPUStress,32,60,107.15,15.13,47.30
CPUStress,32,70,113.14,15.39,48.90
CPUStress,32,80,114.45,15.06,50.20
CPUStress,32,90,118.23,15.05,51.60
CPUStress,32,100,121.02,14.98,52.40
ipsec,32,100,130.72,14.81,53.50
VMStress,32,100,112.49,37.84,50.30
maximize,32,100,120.17,21.00,52.60
