test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,55.64,14.64,45.60
CPUStress,32,10,73.19,14.73,44.80
CPUStress,32,20,83.98,14.66,45.80
CPUStress,32,30,95.09,14.73,45.80
CPUStress,32,40,105.95,14.86,45.70
CPUStress,32,50,114.26,15.04,48.00
CPUStress,32,60,123.35,15.07,49.30
CPUStress,32,70,126.68,14.88,51.40
CPUStress,32,80,132.96,14.99,52.80
CPUStress,32,90,137.27,15.03,53.80
CPUStress,32,100,140.29,14.97,55.30
ipsec,32,100,152.20,14.56,57.00
VMStress,32,100,127.57,38.01,53.30
maximize,32,100,138.84,21.60,56.30
