test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,54.01,14.47,45.70
CPUStress,32,10,72.03,14.52,45.10
CPUStress,32,20,84.80,14.69,45.20
CPUStress,32,30,94.82,14.67,46.60
CPUStress,32,40,105.98,14.79,47.60
CPUStress,32,50,114.42,14.92,48.70
CPUStress,32,60,124.16,15.15,50.00
CPUStress,32,70,127.96,14.83,51.80
CPUStress,32,80,134.40,14.93,53.30
CPUStress,32,90,139.18,14.87,55.00
CPUStress,32,100,140.35,14.79,56.00
ipsec,32,100,152.59,14.43,57.50
VMStress,32,100,127.63,38.12,54.20
maximize,32,100,139.36,22.04,57.30
