test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,53.95,14.16,43.50
CPUStress,32,10,70.21,14.26,42.70
CPUStress,32,20,84.22,14.34,44.20
CPUStress,32,30,95.27,14.46,44.40
CPUStress,32,40,105.97,14.72,45.40
CPUStress,32,50,115.49,14.90,46.80
CPUStress,32,60,123.22,15.05,48.30
CPUStress,32,70,127.47,14.90,50.10
CPUStress,32,80,133.72,14.96,51.50
CPUStress,32,90,136.89,14.73,52.90
CPUStress,32,100,140.00,14.69,54.50
ipsec,32,100,151.94,14.34,55.50
VMStress,32,100,128.27,36.69,52.50
maximize,32,100,138.50,21.53,55.60
