test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,52.53,14.36,31.70
CPUStress,32,10,69.24,14.54,34.40
CPUStress,32,20,82.63,14.71,37.50
CPUStress,32,30,95.13,14.78,39.40
CPUStress,32,40,105.39,15.00,41.20
CPUStress,32,50,113.82,15.11,43.20
CPUStress,32,60,120.73,15.03,45.20
CPUStress,32,70,126.30,14.88,46.90
CPUStress,32,80,130.65,14.85,48.30
CPUStress,32,90,135.98,14.85,50.40
CPUStress,32,100,139.23,14.78,51.80
ipsec,32,100,151.38,14.39,53.50
VMStress,32,100,126.82,37.04,49.80
maximize,32,100,138.30,21.69,53.60
