test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,54.75,14.61,36.10
CPUStress,32,10,71.09,14.62,37.20
CPUStress,32,20,83.98,14.67,39.60
CPUStress,32,30,93.46,14.75,41.50
CPUStress,32,40,104.99,14.75,44.00
CPUStress,32,50,112.90,14.71,44.90
CPUStress,32,60,119.80,14.64,46.90
CPUStress,32,70,128.05,14.88,49.10
CPUStress,32,80,133.32,14.83,51.20
CPUStress,32,90,139.68,14.91,52.80
CPUStress,32,100,140.04,14.72,53.90
ipsec,32,100,151.71,14.21,55.40
VMStress,32,100,127.52,37.91,52.10
maximize,32,100,139.55,21.75,55.70
