test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,45.80,11.17,41.70
CPUStress,32,10,54.34,11.29,39.30
CPUStress,32,20,62.59,11.16,39.50
CPUStress,32,30,70.42,11.36,40.60
CPUStress,32,40,75.29,11.19,40.80
CPUStress,32,50,81.17,11.41,43.00
CPUStress,32,60,84.90,11.07,44.10
CPUStress,32,70,90.97,11.50,45.80
CPUStress,32,80,92.33,11.33,47.20
CPUStress,32,90,97.74,11.51,48.40
CPUStress,32,100,96.57,11.16,49.00
ipsec,32,100,104.18,10.87,50.00
VMStress,32,100,91.73,32.46,47.80
maximize,32,100,96.96,16.52,49.50
