test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,45.87,11.01,43.90
CPUStress,32,10,59.58,11.11,41.70
CPUStress,32,20,70.47,11.38,41.10
CPUStress,32,30,79.43,11.36,43.00
CPUStress,32,40,85.72,11.20,44.00
CPUStress,32,50,94.86,11.44,46.30
CPUStress,32,60,98.67,11.27,48.40
CPUStress,32,70,102.80,11.25,49.90
CPUStress,32,80,107.98,11.43,51.00
CPUStress,32,90,112.16,11.52,52.70
CPUStress,32,100,112.07,11.40,53.10
ipsec,32,100,121.10,11.09,54.00
VMStress,32,100,104.01,33.00,51.00
maximize,32,100,112.22,16.33,53.30
