test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,45.86,10.90,42.40
CPUStress,32,10,54.37,10.93,39.60
CPUStress,32,20,61.96,10.98,40.20
CPUStress,32,30,70.02,11.37,41.10
CPUStress,32,40,75.35,11.30,41.70
CPUStress,32,50,81.64,11.52,43.50
CPUStress,32,60,85.83,11.43,43.80
CPUStress,32,70,90.56,11.54,45.70
CPUStress,32,80,92.49,11.36,47.30
CPUStress,32,90,96.08,11.44,48.30
CPUStress,32,100,96.38,11.45,48.80
ipsec,32,100,104.43,11.27,50.20
VMStress,32,100,91.72,32.37,48.00
maximize,32,100,96.61,16.37,49.60
