test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,52.02,12.19,39.90
CPUStress,32,10,66.91,12.13,38.70
CPUStress,32,20,79.27,12.32,39.00
CPUStress,32,30,89.21,12.23,39.30
CPUStress,32,40,97.24,12.15,40.20
CPUStress,32,50,104.20,12.14,42.00
CPUStress,32,60,112.76,12.44,43.80
CPUStress,32,70,116.70,12.25,46.10
CPUStress,32,80,120.99,12.16,47.50
CPUStress,32,90,123.59,12.11,49.00
CPUStress,32,100,126.51,12.17,50.60
ipsec,32,100,136.80,11.97,51.70
VMStress,32,100,115.87,33.81,49.30
maximize,32,100,124.32,18.75,51.80
