test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.06,12.14,39.90
CPUStress,32,10,60.15,12.09,38.10
CPUStress,32,20,69.10,12.17,38.30
CPUStress,32,30,76.01,12.04,38.80
CPUStress,32,40,83.38,12.35,39.40
CPUStress,32,50,89.00,12.32,40.10
CPUStress,32,60,93.97,12.17,41.50
CPUStress,32,70,99.37,12.53,42.40
CPUStress,32,80,101.57,12.28,44.80
CPUStress,32,90,104.89,12.20,47.20
CPUStress,32,100,106.29,12.08,47.60
ipsec,32,100,113.90,11.63,48.10
VMStress,32,100,99.56,33.83,46.30
maximize,32,100,105.44,17.88,47.90
