test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.30,11.53,42.60
CPUStress,32,10,68.30,11.83,41.60
CPUStress,32,20,79.79,12.01,40.80
CPUStress,32,30,88.32,12.02,42.20
CPUStress,32,40,97.91,12.25,42.40
CPUStress,32,50,104.20,12.05,45.20
CPUStress,32,60,111.42,12.12,47.00
CPUStress,32,70,116.29,12.02,47.20
CPUStress,32,80,121.75,12.09,49.70
CPUStress,32,90,126.32,12.30,50.60
CPUStress,32,100,126.29,12.00,51.90
ipsec,32,100,133.30,11.41,52.60
VMStress,32,100,115.91,34.83,50.10
maximize,32,100,127.32,19.09,51.80
