test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,53.97,12.14,32.70
CPUStress,32,10,68.33,12.29,35.10
CPUStress,32,20,79.58,12.09,35.90
CPUStress,32,30,88.99,12.06,37.10
CPUStress,32,40,98.04,12.31,38.90
CPUStress,32,50,106.00,12.44,40.70
CPUStress,32,60,109.18,12.20,42.60
CPUStress,32,70,117.89,12.46,45.00
CPUStress,32,80,121.00,12.33,47.40
CPUStress,32,90,125.70,12.37,49.60
CPUStress,32,100,126.57,12.13,50.30
ipsec,32,100,136.39,11.81,51.40
VMStress,32,100,115.15,35.05,48.90
maximize,32,100,115.94,18.25,51.30
