test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,55.56,11.90,41.10
CPUStress,32,10,69.49,12.12,40.60
CPUStress,32,20,80.09,12.17,39.40
CPUStress,32,30,88.11,12.16,41.20
CPUStress,32,40,97.05,12.19,41.70
CPUStress,32,50,105.51,12.32,43.60
CPUStress,32,60,113.19,12.52,46.50
CPUStress,32,70,116.88,12.28,47.40
CPUStress,32,80,120.39,12.04,48.90
CPUStress,32,90,123.63,11.96,49.90
CPUStress,32,100,126.40,11.99,50.70
ipsec,32,100,136.81,11.80,51.90
VMStress,32,100,115.78,34.47,49.10
maximize,32,100,124.77,18.82,51.70
