test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.86,12.04,29.70
CPUStress,32,10,66.09,12.20,32.20
CPUStress,32,20,78.41,12.05,33.30
CPUStress,32,30,89.48,12.31,35.80
CPUStress,32,40,97.63,12.29,38.00
CPUStress,32,50,104.49,12.31,39.20
CPUStress,32,60,110.90,12.32,40.70
CPUStress,32,70,115.71,12.26,43.20
CPUStress,32,80,120.92,12.36,45.30
CPUStress,32,90,124.29,12.30,47.00
CPUStress,32,100,127.98,12.27,48.40
ipsec,32,100,136.54,12.10,50.20
VMStress,32,100,115.74,33.87,47.00
maximize,32,100,124.28,19.04,49.60
