test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.76,11.81,41.80
CPUStress,32,10,67.81,11.88,41.10
CPUStress,32,20,79.88,11.99,41.20
CPUStress,32,30,88.02,11.98,41.70
CPUStress,32,40,98.62,12.20,42.40
CPUStress,32,50,106.82,12.28,44.80
CPUStress,32,60,110.75,12.05,46.40
CPUStress,32,70,118.75,12.38,48.30
CPUStress,32,80,121.93,12.22,49.20
CPUStress,32,90,125.89,12.26,51.20
CPUStress,32,100,126.02,12.02,51.60
ipsec,32,100,131.53,10.83,52.40
VMStress,32,100,116.57,34.28,50.60
maximize,32,100,124.76,19.58,52.10
