test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.00,12.13,39.50
CPUStress,32,10,60.57,12.29,38.70
CPUStress,32,20,67.92,12.21,38.40
CPUStress,32,30,76.58,12.31,38.30
CPUStress,32,40,83.31,12.37,38.70
CPUStress,32,50,89.72,12.41,40.10
CPUStress,32,60,94.72,12.48,41.30
CPUStress,32,70,97.03,12.25,42.80
CPUStress,32,80,100.68,12.23,44.10
CPUStress,32,90,103.79,12.20,45.20
CPUStress,32,100,103.26,11.81,46.70
ipsec,32,100,114.28,11.97,47.40
VMStress,32,100,99.70,34.52,45.60
maximize,32,100,101.00,17.30,47.60
