run,pkg,dram,total,idle_pkg,idle_dram,idle_total,active_pkg,active_dram,active_total
1,0.5827986715033333,0.10794139403805554,0.6907400655413889,0.09856730110638888,0.016126342230555556,0.11469364333694443,0.3094562340722222,0.051168296089722225,0.36062453016194446
2,0.6024965456438889,0.1101948379211111,0.712691383565,0.08332112891249999,0.014058517009444445,0.09737964592194442,0.3436476147752778,0.055394853229166666,0.39904246800444443
3,0.5296422031391667,0.11000208739444443,0.639644290533611,0.078643833705,0.013303722035555555,0.09194755574055555,0.3472540030291666,0.054603362245,0.4018573652741666
