start_ms,end_ms,duration_ms,start_time,end_time
1769679638000,1769679857000,219000,2026-01-29 09:40:38,2026-01-29 09:44:17
1769679860000,1769680142000,282000,2026-01-29 09:44:20,2026-01-29 09:49:02
1769680145000,1769680492000,347000,2026-01-29 09:49:05,2026-01-29 09:54:52
1769680496000,1769680799000,303000,2026-01-29 09:54:56,2026-01-29 09:59:59
1769680802000,1769681153000,351000,2026-01-29 10:00:02,2026-01-29 10:05:53
1769681156000,1769681751000,595000,2026-01-29 10:05:56,2026-01-29 10:15:51
1769681754000,1769682352000,598000,2026-01-29 10:15:54,2026-01-29 10:25:52
1769682355000,1769683071000,716000,2026-01-29 10:25:55,2026-01-29 10:37:51
1769683075000,1769683244000,169000,2026-01-29 10:37:55,2026-01-29 10:40:44
1769683250000,1769683265000,15000,2026-01-29 10:40:50,2026-01-29 10:41:05
1769683270000,1769683270000,0,2026-01-29 10:41:10,2026-01-29 10:41:10
1769683274000,1769683422000,148000,2026-01-29 10:41:14,2026-01-29 10:43:42
1769683425000,1769683429000,4000,2026-01-29 10:43:45,2026-01-29 10:43:49
1769683434000,1769683439000,5000,2026-01-29 10:43:54,2026-01-29 10:43:59
1769683444000,1769683445000,1000,2026-01-29 10:44:04,2026-01-29 10:44:05
1769683449000,1769684117000,668000,2026-01-29 10:44:09,2026-01-29 10:55:17
1769684121000,1769684877000,756000,2026-01-29 10:55:21,2026-01-29 11:07:57
1769684905000,1769685085000,180000,2026-01-29 11:08:25,2026-01-29 11:11:25
1769685090000,1769685106000,16000,2026-01-29 11:11:30,2026-01-29 11:11:46
1769685110000,1769685290000,180000,2026-01-29 11:11:50,2026-01-29 11:14:50
1769685294000,1769685316000,22000,2026-01-29 11:14:54,2026-01-29 11:15:16
1769685320000,1769685527000,207000,2026-01-29 11:15:20,2026-01-29 11:18:47
1769685537000,1769685554000,17000,2026-01-29 11:18:57,2026-01-29 11:19:14
1769685559000,1769685581000,22000,2026-01-29 11:19:19,2026-01-29 11:19:41
1769685619000,1769685620000,1000,2026-01-29 11:20:19,2026-01-29 11:20:20
1769685625000,1769685964000,339000,2026-01-29 11:20:25,2026-01-29 11:26:04
1769685971000,1769685972000,1000,2026-01-29 11:26:11,2026-01-29 11:26:12
1769685974000,1769686305000,331000,2026-01-29 11:26:14,2026-01-29 11:31:45
1769686310000,1769686310000,0,2026-01-29 11:31:50,2026-01-29 11:31:50
1769686315000,1769686706000,391000,2026-01-29 11:31:55,2026-01-29 11:38:26
1769686710000,1769686909000,199000,2026-01-29 11:38:30,2026-01-29 11:41:49
1769686915000,1769687462000,547000,2026-01-29 11:41:55,2026-01-29 11:51:02
1769687465000,1769687479000,14000,2026-01-29 11:51:05,2026-01-29 11:51:19
1769687485000,1769688028000,543000,2026-01-29 11:51:25,2026-01-29 12:00:28
1769688034000,1769688162000,128000,2026-01-29 12:00:34,2026-01-29 12:02:42
1769688165000,1769688288000,123000,2026-01-29 12:02:45,2026-01-29 12:04:48
1769688291000,1769688364000,73000,2026-01-29 12:04:51,2026-01-29 12:06:04
1769688369000,1769688584000,215000,2026-01-29 12:06:09,2026-01-29 12:09:44
1769688589000,1769688590000,1000,2026-01-29 12:09:49,2026-01-29 12:09:50
1769688594000,1769688609000,15000,2026-01-29 12:09:54,2026-01-29 12:10:09
1769688614000,1769688614000,0,2026-01-29 12:10:14,2026-01-29 12:10:14
1769688619000,1769688685000,66000,2026-01-29 12:10:19,2026-01-29 12:11:25
1769688689000,1769688769000,80000,2026-01-29 12:11:29,2026-01-29 12:12:49
1769688774000,1769688775000,1000,2026-01-29 12:12:54,2026-01-29 12:12:55
1769688779000,1769688792000,13000,2026-01-29 12:12:59,2026-01-29 12:13:12
1769688794000,1769688855000,61000,2026-01-29 12:13:14,2026-01-29 12:14:15
1769688860000,1769689233000,373000,2026-01-29 12:14:20,2026-01-29 12:20:33
1769689239000,1769689254000,15000,2026-01-29 12:20:39,2026-01-29 12:20:54
1769689259000,1769689276000,17000,2026-01-29 12:20:59,2026-01-29 12:21:16
1769689279000,1769689501000,222000,2026-01-29 12:21:19,2026-01-29 12:25:01
1769689504000,1769690021000,517000,2026-01-29 12:25:04,2026-01-29 12:33:41
1769690026000,1769690637000,611000,2026-01-29 12:33:46,2026-01-29 12:43:57
1769690643000,1769691161000,518000,2026-01-29 12:44:03,2026-01-29 12:52:41
1769691165000,1769691166000,1000,2026-01-29 12:52:45,2026-01-29 12:52:46
1769691174000,1769691177000,3000,2026-01-29 12:52:54,2026-01-29 12:52:57
1769691188000,1769691290000,102000,2026-01-29 12:53:08,2026-01-29 12:54:50
1769691293000,1769691294000,1000,2026-01-29 12:54:53,2026-01-29 12:54:54
1769691298000,1769691484000,186000,2026-01-29 12:54:58,2026-01-29 12:58:04
1769691487000,1769693186000,1699000,2026-01-29 12:58:07,2026-01-29 13:26:26
1769693190000,1769694896000,1706000,2026-01-29 13:26:30,2026-01-29 13:54:56
1769694961000,1769694966000,5000,2026-01-29 13:56:01,2026-01-29 13:56:06
1769694978000,1769695478000,500000,2026-01-29 13:56:18,2026-01-29 14:04:38
1769695483000,1769695890000,407000,2026-01-29 14:04:43,2026-01-29 14:11:30
1769695895000,1769697681000,1786000,2026-01-29 14:11:35,2026-01-29 14:41:21
1769697822000,1769698219000,397000,2026-01-29 14:43:42,2026-01-29 14:50:19
