test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,45.69,8.37,37.90
CPUStress,32,10,52.51,6.67,36.50
CPUStress,32,20,59.94,6.89,36.40
CPUStress,32,30,67.10,7.14,36.60
CPUStress,32,40,74.34,7.34,36.10
CPUStress,32,50,79.67,7.41,36.90
CPUStress,32,60,84.30,7.50,37.90
CPUStress,32,70,89.72,7.65,38.80
CPUStress,32,80,93.72,7.88,40.10
CPUStress,32,90,96.61,7.81,40.90
CPUStress,32,100,134.90,12.77,48.10
ipsec,32,100,134.94,12.22,52.30
VMStress,32,100,134.59,36.01,48.40
maximize,32,100,134.92,19.90,52.70
