test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,44.45,7.97,39.70
CPUStress,32,10,62.29,8.89,40.30
CPUStress,32,20,94.73,12.41,42.30
CPUStress,32,30,111.92,12.94,46.00
CPUStress,32,40,122.54,13.23,48.40
CPUStress,32,50,130.94,13.45,50.20
CPUStress,32,60,134.99,13.20,51.50
CPUStress,32,70,142.01,13.70,52.40
CPUStress,32,80,139.06,13.41,53.40
CPUStress,32,90,134.98,13.14,53.90
CPUStress,32,100,134.92,13.07,54.80
ipsec,32,100,134.85,12.43,56.60
VMStress,32,100,134.77,36.17,51.30
maximize,32,100,135.24,20.54,54.50
