test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,45.54,8.08,39.90
CPUStress,32,10,60.50,8.24,38.00
CPUStress,32,20,98.55,12.76,42.40
CPUStress,32,30,113.57,13.03,45.20
CPUStress,32,40,122.36,13.09,47.40
CPUStress,32,50,131.36,13.33,49.60
CPUStress,32,60,138.97,13.61,50.70
CPUStress,32,70,141.43,13.56,52.40
CPUStress,32,80,139.29,13.42,53.10
CPUStress,32,90,138.20,13.37,53.90
CPUStress,32,100,134.95,13.09,54.70
ipsec,32,100,134.62,12.44,56.60
VMStress,32,100,134.76,36.06,51.70
maximize,32,100,135.09,20.41,54.80
