test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,42.65,6.42,25.50
CPUStress,32,10,52.87,6.42,27.70
CPUStress,32,20,90.84,11.28,33.30
CPUStress,32,30,110.07,12.46,38.90
CPUStress,32,40,122.10,12.69,42.80
CPUStress,32,50,127.74,12.71,46.70
CPUStress,32,60,137.33,13.03,48.80
CPUStress,32,70,141.34,13.21,50.50
CPUStress,32,80,141.20,13.27,52.30
CPUStress,32,90,139.45,13.21,53.80
CPUStress,32,100,134.86,12.77,54.60
ipsec,32,100,134.94,12.16,56.00
VMStress,32,100,134.90,36.02,51.70
maximize,32,100,134.90,20.54,55.20
