test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,77.62,12.30,41.90
CPUStress,32,10,94.02,12.46,44.40
CPUStress,32,20,106.39,12.62,45.90
CPUStress,32,30,115.73,12.79,48.00
CPUStress,32,40,124.20,13.09,50.10
CPUStress,32,50,132.53,13.38,50.40
CPUStress,32,60,137.81,13.44,51.30
CPUStress,32,70,141.22,13.49,53.00
CPUStress,32,80,140.91,13.51,53.90
CPUStress,32,90,136.48,13.09,54.80
CPUStress,32,100,134.91,12.98,55.00
ipsec,32,100,135.00,12.34,57.00
VMStress,32,100,134.83,36.13,51.70
maximize,32,100,134.84,20.62,54.60
