task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv);ea77eeb8127e7a6915b61838d335b042;1;844;2;969;0
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);00011a881bf06a9f897818d98cdaa6dc;1;3147288982;3;1098;10
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);461156f68c1235cc9d5c02cc87aa57d9;1;916094160;2;25691847;9
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1);aba14a2e5e3cc92a0cad65fef138d600;1;1022045428;3;880658;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1);86cbbdcca886196eebbcebfc46d19d6a;1;1022045428;5;892537196;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1);231f8c1905407ff500384c588d821d88;1;1079398766;5;942437960;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1);de6b7f40f39e69e7ac55cf64b634aa2d;1;1079398766;3;873751;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP3_T1);60ada7ca008aa061872cac839cf3fdbd;1;1043360402;5;911055212;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1);3924a1e30dd7caecf45582ea87a87e86;1;1043360402;3;881202;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1);5e5d7e86ce19dae20b371bf2c93ca6ad;1;1236619679;3;873345;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1);aa1d12dad4cdc526cc382108bbe8b7d2;1;1100483401;3;876215;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1);e190a7d25bb133aeead653cc2b5bead1;1;1082161679;3;877477;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP1_T1);561798f5788bf87c2ec4629ec22def06;1;1279737264;3;877286;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP1_T1);5d2d7267ede3a16932637e011a87b00f;1;1236619679;5;1079631353;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP2_T1);ae15647e31b66a42b427189e7fe3d241;1;1100483401;5;964597787;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP2_T1);b2d56fd1a01d43fba64051b90d74f72c;1;1306760927;3;874141;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP3_T1);ea7a64456f3e53a49cdaef7b67df1274;1;1005676900;3;876451;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP3_T1);062fa30922322c3c38a787f4cb3f1197;1;1082161679;5;945057098;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP1_T1);a1ae759ff813f2c325c3504128519cb5;1;1279737264;5;1117257359;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP2_T1);aa63d801fa16f3603df68e2f0b0e84bb;1;1306760927;5;1140673185;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP3_T1);189dc45c0bc498b796f391c41b3c0568;1;1005676900;5;878406880;2
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes);4dfee4a2df82e0a0d270e272a48c9586;2;17856;2;8667;9
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP1_T1);fc676faa3603d5cbc59bee35539ded5c;2;9456385236;2;1421681853;1
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP2_T1);57338cc6333a4cdd8a8781deb0d54cac;2;9506294928;2;1503454606;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Control_REP3_T1);2adae388f5e7fa45978c894e50f623cd;2;9474908926;2;1452506524;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP1_T1);5f051fbb7db436852087398cdb66e74a;2;9643477702;2;1719635188;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP3_T1);c56827fafcf0374240ec235900a8f5ef;2;9508909717;2;1503889072;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_Daro_REP2_T1);be0ecd318d90dad99e0e0d8911765328;2;9528458847;2;1519616046;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_R1881_REP1_T1);1630e41cb2b57d081a9cf4b7ae26dac6;2;9681113033;2;1778852803;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_R1881_REP3_T1);3c061f0ea32239f421600031a58730da;2;9442251754;2;1399435633;0
NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (H3K4me1_LAPC4_R1881_REP2_T1);a947c57404982d7479c3fbcc7e78eab0;2;9704528042;2;1817158443;0
