start_ms,end_ms,duration_ms,start_time,end_time
1772212093000,1772212111000,18000,2026-02-27 17:08:13,2026-02-27 17:08:31
1772212435000,1772212460000,25000,2026-02-27 17:13:55,2026-02-27 17:14:20
1772213578000,1772213589000,11000,2026-02-27 17:32:58,2026-02-27 17:33:09
1772213915000,1772213918000,3000,2026-02-27 17:38:35,2026-02-27 17:38:38
1772215197000,1772215217000,20000,2026-02-27 17:59:57,2026-02-27 18:00:17
1772215546000,1772215550000,4000,2026-02-27 18:05:46,2026-02-27 18:05:50
1772215590000,1772215709000,119000,2026-02-27 18:06:30,2026-02-27 18:08:29
1772215989000,1772216215000,226000,2026-02-27 18:13:09,2026-02-27 18:16:55
1772216220000,1772216234000,14000,2026-02-27 18:17:00,2026-02-27 18:17:14
1772217516000,1772217523000,7000,2026-02-27 18:38:36,2026-02-27 18:38:43
1772217779000,1772217782000,3000,2026-02-27 18:42:59,2026-02-27 18:43:02
1772217952000,1772217955000,3000,2026-02-27 18:45:52,2026-02-27 18:45:55
1772218016000,1772218034000,18000,2026-02-27 18:46:56,2026-02-27 18:47:14
1772218094000,1772218097000,3000,2026-02-27 18:48:14,2026-02-27 18:48:17
1772218266000,1772218269000,3000,2026-02-27 18:51:06,2026-02-27 18:51:09
1772218301000,1772218305000,4000,2026-02-27 18:51:41,2026-02-27 18:51:45
1772218355000,1772218379000,24000,2026-02-27 18:52:35,2026-02-27 18:52:59
1772218426000,1772218434000,8000,2026-02-27 18:53:46,2026-02-27 18:53:54
1772218483000,1772218503000,20000,2026-02-27 18:54:43,2026-02-27 18:55:03
1772218550000,1772218553000,3000,2026-02-27 18:55:50,2026-02-27 18:55:53
1772218638000,1772218641000,3000,2026-02-27 18:57:18,2026-02-27 18:57:21
1772218689000,1772218717000,28000,2026-02-27 18:58:09,2026-02-27 18:58:37
1772218846000,1772218854000,8000,2026-02-27 19:00:46,2026-02-27 19:00:54
1772218861000,1772218864000,3000,2026-02-27 19:01:01,2026-02-27 19:01:04
1772218878000,1772218884000,6000,2026-02-27 19:01:18,2026-02-27 19:01:24
1772218884000,1772218889000,5000,2026-02-27 19:01:24,2026-02-27 19:01:29
1772218930000,1772218934000,4000,2026-02-27 19:02:10,2026-02-27 19:02:14
1772219185000,1772219194000,9000,2026-02-27 19:06:25,2026-02-27 19:06:34
1772219245000,1772219249000,4000,2026-02-27 19:07:25,2026-02-27 19:07:29
1772219296000,1772219399000,103000,2026-02-27 19:08:16,2026-02-27 19:09:59
1772219763000,1772219773000,10000,2026-02-27 19:16:03,2026-02-27 19:16:13
1772219984000,1772219995000,11000,2026-02-27 19:19:44,2026-02-27 19:19:55
1772220789000,1772220794000,5000,2026-02-27 19:33:09,2026-02-27 19:33:14
1772221055000,1772221060000,5000,2026-02-27 19:37:35,2026-02-27 19:37:40
1772222485000,1772222493000,8000,2026-02-27 20:01:25,2026-02-27 20:01:33
1772224815000,1772224818000,3000,2026-02-27 20:40:15,2026-02-27 20:40:18
1772225190000,1772225198000,8000,2026-02-27 20:46:30,2026-02-27 20:46:38
1772225985000,1772226029000,44000,2026-02-27 20:59:45,2026-02-27 21:00:29
1772226166000,1772226186000,20000,2026-02-27 21:02:46,2026-02-27 21:03:06
1772226188000,1772226464000,276000,2026-02-27 21:03:08,2026-02-27 21:07:44
1772226464000,1772226596000,132000,2026-02-27 21:07:44,2026-02-27 21:09:56
