task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa);a4ad456d592423972319717822a908da;2;4063383142;2;838278335;1
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);8e765b69ea102b678135dc5b6125023b;1;3147288982;3;1103;195
NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv);eca4a984ca4402180cff22bee2f413a5;1;4338;2;4616;0
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP1);e9890ab483ee735627e71b881fe36d50;2;2486687632;9;2312208569;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1);a7e484781162eb83d03ce5856ab48306;2;2486687632;5;1905167;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2);045b15895aa2030664ff9b1b833f58a6;2;2486687632;5;1905168;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP2);be301c0aa08da9376613d0d3498bb1bf;2;2486687632;9;2312208569;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3);fb53532264a1b8136b6c6cf761266fab;2;2486687632;5;1905168;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP3);9a85d59f39c2b4bfcdcf6cea819a6267;2;2486687632;9;2312208569;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1);a8883a0bf246a4b1107f7b710bb6b742;2;2567359158;5;1907225;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP1);8f00e93e299a0f9b9a514448c3d089a0;2;2567359158;9;2387297872;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2);cf641c35dd0dbeaa68735deff595c188;2;1718442970;5;1892125;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3);dcf0803a24a65420852095858b177e78;2;2161934675;5;1893413;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP2);13099e40c4bab3b7cdd7a5542268cf6a;2;1718442970;9;1599947981;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1);8fdc4a9ac2885e31c4222f12d3dc99ce;2;2957126577;5;1899808;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP3);d03acfed03739c5d276ef40ae8616fad;2;2161934675;9;2012992409;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2);5d121737c0cde0472999d38e3627adfd;2;2655690169;5;1900776;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP1);c447b8843e614eb4e4134533dd450e87;2;2957126577;9;2751539897;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3);6509fb3f8720617b875ab79071fde3b4;2;2497231368;5;1906041;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP1);0fc6f2c15e24bac843a76d7d197930d1;2;3072941686;5;1888121;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP2);38c573a16ae933281a4aaf731d11b7fa;2;2655690169;9;2468627417;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP2);7d2f7897457f2a8c0083fb2b4262975c;2;3390020095;5;1919078;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP3);f98858366c58e288a2d06acabf27b8d5;2;2497231368;9;2323740987;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP3);411a27dd52c1e8ae81d1e195350cf5d3;2;3146856483;5;1903351;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1);b872e5337cc8541f282ed8bdc502389f;2;2605453793;5;1902313;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_1000_REP1);59c26ea1470b428a8ea838d8d265e4ca;2;3072941686;9;2861357912;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_1000_REP2);6a13abe5193f4828ff590ad9cff213e2;2;3390020095;9;3154092384;3
