task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),0 Wh,0 g,-,333.77 gCO₂e/kWh,63.4 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
16,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),74.46 mWh,24.85 mg,-,333.77 gCO₂e/kWh,118.8 %,45.1 GB,29s 1000ms,6,4.22 W,Intel Xeon Silver 4314,41.77 mWh,32.7 mWh
15,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),85.16 mWh,28.42 mg,-,333.77 gCO₂e/kWh,96.6 %,12.88 GB,59s 0ms,2,4.22 W,Intel Xeon Silver 4314,66.79 mWh,18.37 mWh
13,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),21.02 mWh,7.02 mg,-,333.77 gCO₂e/kWh,64.7 %,6.44 GB,23s 0ms,1,4.22 W,Intel Xeon Silver 4314,17.44 mWh,3.58 mWh
8,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),21.53 mWh,7.19 mg,-,333.77 gCO₂e/kWh,66.6 %,6.44 GB,23s 0ms,1,4.22 W,Intel Xeon Silver 4314,17.95 mWh,3.58 mWh
11,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),22.15 mWh,7.39 mg,-,333.77 gCO₂e/kWh,68.9 %,6.44 GB,23s 0ms,1,4.22 W,Intel Xeon Silver 4314,18.57 mWh,3.58 mWh
17,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),22.21 mWh,7.41 mg,-,333.77 gCO₂e/kWh,69.1 %,6.44 GB,23s 0ms,1,4.22 W,Intel Xeon Silver 4314,18.62 mWh,3.58 mWh
20,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),21.64 mWh,7.22 mg,-,333.77 gCO₂e/kWh,67 %,6.44 GB,23s 0ms,1,4.22 W,Intel Xeon Silver 4314,18.06 mWh,3.58 mWh
5,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),21.29 mWh,7.11 mg,-,333.77 gCO₂e/kWh,65.7 %,6.44 GB,23s 0ms,1,4.22 W,Intel Xeon Silver 4314,17.71 mWh,3.58 mWh
4,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),43.07 mWh,14.38 mg,-,333.77 gCO₂e/kWh,66.8 %,45.1 GB,23s 0ms,6,4.22 W,Intel Xeon Silver 4314,18 mWh,25.07 mWh
