task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
6	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES (G1000_alleles_hg19.zip)	0 Wh	0 g	-	333.77 gCO₂e/kWh	94.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
13	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI (G1000_loci_hg19.zip)	0 Wh	0 g	-	333.77 gCO₂e/kWh	92.2 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
12	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC (GC_G1000_hg19.zip)	3.8 mWh	1.27 mg	-	333.77 gCO₂e/kWh	98.9 %	1 GB	2s 1000ms	1	4.22 W	Intel Xeon Silver 4314	3.48 mWh	326.67 uWh
10	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS ([human_g1k_v37_decoy.fasta])	0 Wh	0 g	-	333.77 gCO₂e/kWh	45.7 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
9	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT (RT_G1000_hg19.zip)	3.81 mWh	1.27 mg	-	333.77 gCO₂e/kWh	99 %	1 GB	2s 1000ms	1	4.22 W	Intel Xeon Silver 4314	3.48 mWh	326.67 uWh
89	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED (human_g1k_v37_decoy.fasta.bed)	0 Wh	0 g	-	333.77 gCO₂e/kWh	23.9 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
90	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_REFERENCE_CNVKIT:CNVKIT_ANTITARGET (input)	14.89 mWh	4.97 mg	-	333.77 gCO₂e/kWh	142.6 %	12 GB	5s 0ms	2	4.22 W	Intel Xeon Silver 4314	8.36 mWh	6.53 mWh
101	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_1-141213431)	0 Wh	0 g	-	333.77 gCO₂e/kWh	25.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
108	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_1-90354753)	0 Wh	0 g	-	333.77 gCO₂e/kWh	42.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
98	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (7_1-159138663)	0 Wh	0 g	-	333.77 gCO₂e/kWh	20.9 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
96	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (5_1-180915260)	0 Wh	0 g	-	333.77 gCO₂e/kWh	43.8 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
95	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (4_1-191154276)	0 Wh	0 g	-	333.77 gCO₂e/kWh	21.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
122	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000222.1_1-186861)	0 Wh	0 g	-	333.77 gCO₂e/kWh	66.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
116	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (hs37d5_1-35477943)	0 Wh	0 g	-	333.77 gCO₂e/kWh	80.7 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
112	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (Y_1-59373566)	0 Wh	0 g	-	333.77 gCO₂e/kWh	31.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
93	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (2_1-243199373)	0 Wh	0 g	-	333.77 gCO₂e/kWh	70.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
