task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_TILE_ALLOW_LIST,32.16 mWh,10.73 mg,-,333.77 gCO₂e/kWh,1594.2 %,6.44 GB,1s 707ms,16,4.22 W,Intel Xeon Silver 4314,31.89 mWh,265.77 uWh
2,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_ANALYSIS_MASK,16.67 mWh,5.56 mg,-,333.77 gCO₂e/kWh,1242.4 %,6.44 GB,1s 133ms,13,4.22 W,Intel Xeon Silver 4314,16.5 mWh,176.4 uWh
18,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920506_20200914_02_T1),100.59 uWh,33.57 ug,-,333.77 gCO₂e/kWh,88.9 %,6.44 GB,84ms,1,4.22 W,Intel Xeon Silver 4314,87.51 uWh,13.08 uWh
13,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19910707_20200915_02_T1),328.61 uWh,109.68 ug,-,333.77 gCO₂e/kWh,73.8 %,6.44 GB,322ms,1,4.22 W,Intel Xeon Silver 4314,278.48 uWh,50.13 uWh
19,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19870914_20201014_02_T1),102.68 uWh,34.27 ug,-,333.77 gCO₂e/kWh,102 %,6.44 GB,76ms,2,4.22 W,Intel Xeon Silver 4314,90.84 uWh,11.83 uWh
34,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19930423_20200913_02_T1),97.66 uWh,32.6 ug,-,333.77 gCO₂e/kWh,64.6 %,6.44 GB,107ms,1,4.22 W,Intel Xeon Silver 4314,81 uWh,16.66 uWh
12,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19850127_20200918_02_T1),100.15 uWh,33.43 ug,-,333.77 gCO₂e/kWh,97.7 %,6.44 GB,77ms,1,4.22 W,Intel Xeon Silver 4314,88.16 uWh,11.99 uWh
11,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19931219_20200913_02_T1),104.28 uWh,34.81 ug,-,333.77 gCO₂e/kWh,75.7 %,6.44 GB,100ms,1,4.22 W,Intel Xeon Silver 4314,88.71 uWh,15.57 uWh
7,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920216_20200914_02_T1),170.06 uWh,56.76 ug,-,333.77 gCO₂e/kWh,68.7 %,6.44 GB,177ms,1,4.22 W,Intel Xeon Silver 4314,142.5 uWh,27.56 uWh
29,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19940731_20200913_02_T1),106.74 uWh,35.63 ug,-,333.77 gCO₂e/kWh,76.9 %,6.44 GB,101ms,1,4.22 W,Intel Xeon Silver 4314,91.02 uWh,15.72 uWh
25,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19940325_20200913_02_T1),117.81 uWh,39.32 ug,-,333.77 gCO₂e/kWh,79.8 %,6.44 GB,108ms,1,4.22 W,Intel Xeon Silver 4314,101 uWh,16.81 uWh
26,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19960805_20200911_02_T1),104.82 uWh,34.99 ug,-,333.77 gCO₂e/kWh,71.1 %,6.44 GB,106ms,1,4.22 W,Intel Xeon Silver 4314,88.32 uWh,16.5 uWh
31,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19871219_20211115_02_T1),134.43 uWh,44.87 ug,-,333.77 gCO₂e/kWh,67.5 %,6.44 GB,142ms,1,4.22 W,Intel Xeon Silver 4314,112.32 uWh,22.11 uWh
3,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19891021_20200916_02_T1),119.42 uWh,39.86 ug,-,333.77 gCO₂e/kWh,84.7 %,6.44 GB,104ms,1,4.22 W,Intel Xeon Silver 4314,103.23 uWh,16.19 uWh
32,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19981115_20211129_02_T1),94.36 uWh,31.5 ug,-,333.77 gCO₂e/kWh,75.2 %,6.44 GB,91ms,1,4.22 W,Intel Xeon Silver 4314,80.19 uWh,14.17 uWh
9,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19900618_20200916_02_T1),106.9 uWh,35.68 ug,-,333.77 gCO₂e/kWh,79.8 %,6.44 GB,98ms,1,4.22 W,Intel Xeon Silver 4314,91.65 uWh,15.26 uWh
6,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980507_20200909_02_T1),118.98 uWh,39.71 ug,-,333.77 gCO₂e/kWh,81.6 %,6.44 GB,107ms,1,4.22 W,Intel Xeon Silver 4314,102.32 uWh,16.66 uWh
