task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
2,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv),0 Wh,0 g,-,333.77 gCO₂e/kWh,42.2 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
1,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),16.58 mWh,5.53 mg,-,333.77 gCO₂e/kWh,91.3 %,12.88 GB,11s 1000ms,2,4.22 W,Intel Xeon Silver 4314,12.84 mWh,3.74 mWh
3,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),29.62 mWh,9.89 mg,-,333.77 gCO₂e/kWh,99.8 %,12.88 GB,20s 0ms,2,4.22 W,Intel Xeon Silver 4314,23.39 mWh,6.23 mWh
214,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),0 Wh,0 g,-,333.77 gCO₂e/kWh,54.7 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
35,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP1_T1),143.46 mWh,47.88 mg,-,333.77 gCO₂e/kWh,103 %,38.65 GB,1min 6s 1000ms,6,4.22 W,Intel Xeon Silver 4314,80.87 mWh,62.59 mWh
7,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP2_T1),148.23 mWh,49.47 mg,-,333.77 gCO₂e/kWh,103.6 %,38.65 GB,1min 9s 0ms,6,4.22 W,Intel Xeon Silver 4314,83.77 mWh,64.46 mWh
25,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP1_T1),154.92 mWh,51.71 mg,-,333.77 gCO₂e/kWh,103.9 %,38.65 GB,1min 12s,6,4.22 W,Intel Xeon Silver 4314,87.67 mWh,67.26 mWh
42,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP1_T1),136.15 mWh,45.44 mg,-,333.77 gCO₂e/kWh,104.7 %,38.65 GB,1min 3s,6,4.22 W,Intel Xeon Silver 4314,77.3 mWh,58.85 mWh
11,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP1_T1),152.94 mWh,51.05 mg,-,333.77 gCO₂e/kWh,104.1 %,38.65 GB,1min 10s 1000ms,6,4.22 W,Intel Xeon Silver 4314,86.61 mWh,66.33 mWh
45,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP3_T1),138.31 mWh,46.16 mg,-,333.77 gCO₂e/kWh,104.7 %,38.65 GB,1min 4s 0ms,6,4.22 W,Intel Xeon Silver 4314,78.53 mWh,59.79 mWh
50,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP3_T1),147.82 mWh,49.34 mg,-,333.77 gCO₂e/kWh,103.1 %,38.65 GB,1min 9s 0ms,6,4.22 W,Intel Xeon Silver 4314,83.37 mWh,64.46 mWh
30,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP3_T1),167.65 mWh,55.96 mg,-,333.77 gCO₂e/kWh,103.7 %,38.65 GB,1min 18s 0ms,6,4.22 W,Intel Xeon Silver 4314,94.79 mWh,72.86 mWh
17,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP1_T1),154.84 mWh,51.68 mg,-,333.77 gCO₂e/kWh,103.8 %,38.65 GB,1min 12s,6,4.22 W,Intel Xeon Silver 4314,87.58 mWh,67.26 mWh
39,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP2_T1),158.79 mWh,53 mg,-,333.77 gCO₂e/kWh,103.4 %,38.65 GB,1min 14s 0ms,6,4.22 W,Intel Xeon Silver 4314,89.67 mWh,69.13 mWh
19,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP2_T1),164.51 mWh,54.91 mg,-,333.77 gCO₂e/kWh,102.6 %,38.65 GB,1min 17s 0ms,6,4.22 W,Intel Xeon Silver 4314,92.58 mWh,71.93 mWh
40,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP3_T1),166.28 mWh,55.5 mg,-,333.77 gCO₂e/kWh,102.2 %,38.65 GB,1min 18s 0ms,6,4.22 W,Intel Xeon Silver 4314,93.42 mWh,72.86 mWh
28,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP2_T1),178.5 mWh,59.58 mg,-,333.77 gCO₂e/kWh,103.8 %,38.65 GB,1min 23s 0ms,6,4.22 W,Intel Xeon Silver 4314,100.96 mWh,77.53 mWh
44,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP2_T1),179.96 mWh,60.06 mg,-,333.77 gCO₂e/kWh,103.1 %,38.65 GB,1min 23s 1000ms,6,4.22 W,Intel Xeon Silver 4314,101.49 mWh,78.47 mWh
32,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Daro_REP2_T1),171.11 mWh,57.11 mg,-,333.77 gCO₂e/kWh,102.8 %,38.65 GB,1min 19s 1000ms,6,4.22 W,Intel Xeon Silver 4314,96.37 mWh,74.73 mWh
20,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP3_T1),185.88 mWh,62.04 mg,-,333.77 gCO₂e/kWh,102.6 %,38.65 GB,1min 27s 0ms,6,4.22 W,Intel Xeon Silver 4314,104.6 mWh,81.27 mWh
15,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP3_T1),193.99 mWh,64.75 mg,-,333.77 gCO₂e/kWh,102.2 %,38.65 GB,1min 31s 0ms,6,4.22 W,Intel Xeon Silver 4314,108.99 mWh,85.01 mWh
148,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1),206.9 mWh,69.06 mg,-,333.77 gCO₂e/kWh,102.3 %,38.65 GB,1min 36s 1000ms,6,4.22 W,Intel Xeon Silver 4314,116.29 mWh,90.61 mWh
9,COMPLETED,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP3_T1),228.61 mWh,76.3 mg,-,333.77 gCO₂e/kWh,102.6 %,38.65 GB,1min 46s 1000ms,6,4.22 W,Intel Xeon Silver 4314,128.65 mWh,99.95 mWh
