task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),0 Wh,0 g,-,333.77 gCO₂e/kWh,62 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
15,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),73.65 mWh,24.58 mg,-,333.77 gCO₂e/kWh,116.5 %,45.1 GB,29s 1000ms,6,4.22 W,Intel Xeon Silver 4314,40.96 mWh,32.7 mWh
9,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),133.09 mWh,44.42 mg,-,333.77 gCO₂e/kWh,109.8 %,45.1 GB,56s 0ms,6,4.22 W,Intel Xeon Silver 4314,72.06 mWh,61.03 mWh
16,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),85.15 mWh,28.42 mg,-,333.77 gCO₂e/kWh,98.7 %,12.88 GB,57s 1000ms,2,4.22 W,Intel Xeon Silver 4314,67.09 mWh,18.06 mWh
10,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3),155 mWh,51.74 mg,-,333.77 gCO₂e/kWh,99.4 %,12.88 GB,1min 45s 0ms,2,4.22 W,Intel Xeon Silver 4314,122.31 mWh,32.7 mWh
4,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),64 mWh,21.36 mg,-,333.77 gCO₂e/kWh,54.6 %,45.1 GB,37s 0ms,6,4.22 W,Intel Xeon Silver 4314,23.67 mWh,40.32 mWh
11,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),30.61 mWh,10.22 mg,-,333.77 gCO₂e/kWh,57.3 %,6.44 GB,37s 0ms,1,4.22 W,Intel Xeon Silver 4314,24.84 mWh,5.76 mWh
20,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),30.87 mWh,10.3 mg,-,333.77 gCO₂e/kWh,57.9 %,6.44 GB,37s 0ms,1,4.22 W,Intel Xeon Silver 4314,25.11 mWh,5.76 mWh
13,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),30.48 mWh,10.17 mg,-,333.77 gCO₂e/kWh,57 %,6.44 GB,37s 0ms,1,4.22 W,Intel Xeon Silver 4314,24.71 mWh,5.76 mWh
5,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.39 mWh,10.48 mg,-,333.77 gCO₂e/kWh,57.2 %,6.44 GB,38s 0ms,1,4.22 W,Intel Xeon Silver 4314,25.47 mWh,5.92 mWh
17,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),30.39 mWh,10.14 mg,-,333.77 gCO₂e/kWh,56.8 %,6.44 GB,37s 0ms,1,4.22 W,Intel Xeon Silver 4314,24.63 mWh,5.76 mWh
8,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),31.34 mWh,10.46 mg,-,333.77 gCO₂e/kWh,57.1 %,6.44 GB,38s 0ms,1,4.22 W,Intel Xeon Silver 4314,25.43 mWh,5.92 mWh
14,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1),217.18 mWh,72.49 mg,-,333.77 gCO₂e/kWh,85.2 %,45.1 GB,1min 44s 0ms,6,4.22 W,Intel Xeon Silver 4314,103.84 mWh,113.34 mWh
12,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1),200.93 mWh,67.06 mg,-,333.77 gCO₂e/kWh,99.5 %,12.88 GB,2min 16s 0ms,2,4.22 W,Intel Xeon Silver 4314,158.58 mWh,42.35 mWh
2,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),296.76 mWh,99.05 mg,-,333.77 gCO₂e/kWh,97.4 %,45.1 GB,2min 12s 1000ms,6,4.22 W,Intel Xeon Silver 4314,151.81 mWh,144.95 mWh
7,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),279.14 mWh,93.17 mg,-,333.77 gCO₂e/kWh,105.5 %,45.1 GB,1min 59s 1000ms,6,4.22 W,Intel Xeon Silver 4314,148.36 mWh,130.78 mWh
21,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa),379.35 mWh,126.61 mg,-,333.77 gCO₂e/kWh,234.4 %,90.19 GB,1min 17s 0ms,12,4.22 W,Intel Xeon Silver 4314,211.51 mWh,167.84 mWh
19,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3),286.2 mWh,95.52 mg,-,333.77 gCO₂e/kWh,99.3 %,45.1 GB,2min 7s 0ms,6,4.22 W,Intel Xeon Silver 4314,147.79 mWh,138.41 mWh
3,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1),331.73 mWh,110.72 mg,-,333.77 gCO₂e/kWh,99.8 %,12.88 GB,3min 43s 1000ms,2,4.22 W,Intel Xeon Silver 4314,261.97 mWh,69.75 mWh
6,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2),322.84 mWh,107.75 mg,-,333.77 gCO₂e/kWh,99.8 %,12.88 GB,3min 38s 0ms,2,4.22 W,Intel Xeon Silver 4314,254.96 mWh,67.88 mWh
18,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3),309.02 mWh,103.14 mg,-,333.77 gCO₂e/kWh,99.6 %,12.88 GB,3min 29s 0ms,2,4.22 W,Intel Xeon Silver 4314,243.94 mWh,65.08 mWh
26,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2),5.32 Wh,1.78 g,-,333.77 gCO₂e/kWh,567 %,45.1 GB,11min 27s 1000ms,6,4.22 W,Intel Xeon Silver 4314,4.57 Wh,749.82 mWh
28,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R2),61.5 mWh,20.53 mg,-,333.77 gCO₂e/kWh,344.3 %,45.1 GB,11s 1000ms,6,4.22 W,Intel Xeon Silver 4314,48.42 mWh,13.08 mWh
29,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R2),55.97 mWh,18.68 mg,-,333.77 gCO₂e/kWh,589.3 %,45.1 GB,6s 1000ms,6,4.22 W,Intel Xeon Silver 4314,48.34 mWh,7.63 mWh
30,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R2),16.04 mWh,5.35 mg,-,333.77 gCO₂e/kWh,78.7 %,12.88 GB,12s 1000ms,2,4.22 W,Intel Xeon Silver 4314,11.99 mWh,4.05 mWh
31,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_R2),0 Wh,0 g,-,333.77 gCO₂e/kWh,54.5 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
33,COMPLETED,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R2),9.88 mWh,3.3 mg,-,333.77 gCO₂e/kWh,127.3 %,6.44 GB,6s 0ms,2,4.22 W,Intel Xeon Silver 4314,8.95 mWh,934.16 uWh
