task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
3,COMPLETED,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),0 Wh,0 g,-,333.77 gCO₂e/kWh,45.2 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
2,COMPLETED,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),14.2 mWh,4.74 mg,-,333.77 gCO₂e/kWh,96.9 %,6.44 GB,11s 0ms,1,4.22 W,Intel Xeon Silver 4314,12.49 mWh,1.71 mWh
1,COMPLETED,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),14.4 mWh,4.81 mg,-,333.77 gCO₂e/kWh,98.4 %,6.44 GB,11s 0ms,1,4.22 W,Intel Xeon Silver 4314,12.68 mWh,1.71 mWh
45,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP3),231.83 mWh,77.38 mg,-,333.77 gCO₂e/kWh,202.9 %,38.65 GB,1min 9s 1000ms,6,4.22 W,Intel Xeon Silver 4314,166.44 mWh,65.39 mWh
13,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),348.2 mWh,116.22 mg,-,333.77 gCO₂e/kWh,200.6 %,38.65 GB,1min 45s 1000ms,6,4.22 W,Intel Xeon Silver 4314,249.18 mWh,99.02 mWh
31,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),347.71 mWh,116.05 mg,-,333.77 gCO₂e/kWh,200.2 %,38.65 GB,1min 45s 1000ms,6,4.22 W,Intel Xeon Silver 4314,248.69 mWh,99.02 mWh
40,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),371.2 mWh,123.89 mg,-,333.77 gCO₂e/kWh,200.6 %,38.65 GB,1min 53s 0ms,6,4.22 W,Intel Xeon Silver 4314,265.64 mWh,105.56 mWh
6,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2),387.35 mWh,129.28 mg,-,333.77 gCO₂e/kWh,200.4 %,38.65 GB,1min 58s 0ms,6,4.22 W,Intel Xeon Silver 4314,277.12 mWh,110.23 mWh
8,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3),405.49 mWh,135.34 mg,-,333.77 gCO₂e/kWh,201.6 %,38.65 GB,2min 3s 0ms,6,4.22 W,Intel Xeon Silver 4314,290.59 mWh,114.9 mWh
38,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),400.76 mWh,133.76 mg,-,333.77 gCO₂e/kWh,200.6 %,38.65 GB,2min 2s 0ms,6,4.22 W,Intel Xeon Silver 4314,286.8 mWh,113.97 mWh
25,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1),421.22 mWh,140.59 mg,-,333.77 gCO₂e/kWh,201.1 %,38.65 GB,2min 8s 0ms,6,4.22 W,Intel Xeon Silver 4314,301.65 mWh,119.57 mWh
29,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP2),426.64 mWh,142.4 mg,-,333.77 gCO₂e/kWh,198.2 %,38.65 GB,2min 11s 0ms,6,4.22 W,Intel Xeon Silver 4314,304.27 mWh,122.37 mWh
5,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1),476.57 mWh,159.07 mg,-,333.77 gCO₂e/kWh,202.7 %,38.65 GB,2min 24s,6,4.22 W,Intel Xeon Silver 4314,342.06 mWh,134.52 mWh
20,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP1),464.8 mWh,155.14 mg,-,333.77 gCO₂e/kWh,199.6 %,38.65 GB,2min 21s 1000ms,6,4.22 W,Intel Xeon Silver 4314,332.15 mWh,132.65 mWh
39,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP1),451.38 mWh,150.66 mg,-,333.77 gCO₂e/kWh,199.4 %,38.65 GB,2min 17s 1000ms,6,4.22 W,Intel Xeon Silver 4314,322.47 mWh,128.91 mWh
12,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),264.11 mWh,88.15 mg,-,333.77 gCO₂e/kWh,202 %,38.65 GB,1min 19s 1000ms,6,4.22 W,Intel Xeon Silver 4314,189.37 mWh,74.73 mWh
36,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1),379.12 mWh,126.54 mg,-,333.77 gCO₂e/kWh,201.6 %,38.65 GB,1min 54s 1000ms,6,4.22 W,Intel Xeon Silver 4314,271.69 mWh,107.43 mWh
34,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP3),519.21 mWh,173.3 mg,-,333.77 gCO₂e/kWh,200.7 %,38.65 GB,2min 38s 0ms,6,4.22 W,Intel Xeon Silver 4314,371.61 mWh,147.6 mWh
32,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1),446.43 mWh,149.01 mg,-,333.77 gCO₂e/kWh,200.4 %,38.65 GB,2min 16s 0ms,6,4.22 W,Intel Xeon Silver 4314,319.39 mWh,127.05 mWh
15,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1),457.43 mWh,152.68 mg,-,333.77 gCO₂e/kWh,199.1 %,38.65 GB,2min 20s 0ms,6,4.22 W,Intel Xeon Silver 4314,326.65 mWh,130.78 mWh
37,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP2),412.08 mWh,137.54 mg,-,333.77 gCO₂e/kWh,201.6 %,38.65 GB,2min 4s 1000ms,6,4.22 W,Intel Xeon Silver 4314,295.31 mWh,116.77 mWh
57,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP1),478.92 mWh,159.85 mg,-,333.77 gCO₂e/kWh,200.2 %,38.65 GB,2min 26s 0ms,6,4.22 W,Intel Xeon Silver 4314,342.53 mWh,136.39 mWh
47,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP2),494.08 mWh,164.91 mg,-,333.77 gCO₂e/kWh,199.5 %,38.65 GB,2min 30s 1000ms,6,4.22 W,Intel Xeon Silver 4314,353.02 mWh,141.06 mWh
22,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP2),539.11 mWh,179.94 mg,-,333.77 gCO₂e/kWh,199.1 %,38.65 GB,2min 44s 1000ms,6,4.22 W,Intel Xeon Silver 4314,384.98 mWh,154.14 mWh
51,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP1),552.98 mWh,184.57 mg,-,333.77 gCO₂e/kWh,199.5 %,38.65 GB,2min 48s 1000ms,6,4.22 W,Intel Xeon Silver 4314,395.1 mWh,157.87 mWh
19,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),387.35 mWh,129.28 mg,-,333.77 gCO₂e/kWh,200.4 %,38.65 GB,1min 58s 0ms,6,4.22 W,Intel Xeon Silver 4314,277.12 mWh,110.23 mWh
46,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP1),402.89 mWh,134.47 mg,-,333.77 gCO₂e/kWh,199.8 %,38.65 GB,2min 3s 0ms,6,4.22 W,Intel Xeon Silver 4314,287.99 mWh,114.9 mWh
14,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP2),3.74 Wh,1.25 g,-,333.77 gCO₂e/kWh,759.3 %,64.42 GB,5min 57s 1000ms,12,4.22 W,Intel Xeon Silver 4314,3.19 Wh,557.38 mWh
17,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2),407.07 mWh,135.87 mg,-,333.77 gCO₂e/kWh,202.7 %,38.65 GB,2min 3s 0ms,6,4.22 W,Intel Xeon Silver 4314,292.17 mWh,114.9 mWh
10,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1),388.18 mWh,129.56 mg,-,333.77 gCO₂e/kWh,201 %,38.65 GB,1min 58s 0ms,6,4.22 W,Intel Xeon Silver 4314,277.95 mWh,110.23 mWh
