task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
3	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS ([human_g1k_v37_decoy.fasta])	0 Wh	0 g	-	333.77 gCO₂e/kWh	33 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
1	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES (G1000_alleles_hg19.zip)	0 Wh	0 g	-	333.77 gCO₂e/kWh	90.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
4	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC (GC_G1000_hg19.zip)	4.94 mWh	1.65 mg	-	333.77 gCO₂e/kWh	96 %	1 GB	3s 1000ms	1	4.22 W	Intel Xeon Silver 4314	4.5 mWh	435.56 uWh
90	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_REFERENCE_CNVKIT:CNVKIT_ANTITARGET (input)	10.53 mWh	3.51 mg	-	333.77 gCO₂e/kWh	113.1 %	12 GB	3s 1000ms	2	4.22 W	Intel Xeon Silver 4314	5.3 mWh	5.23 mWh
89	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED (human_g1k_v37_decoy.fasta.bed)	0 Wh	0 g	-	333.77 gCO₂e/kWh	18.9 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
15	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI (G1000_loci_hg19.zip)	1.19 mWh	398.54 ug	-	333.77 gCO₂e/kWh	92.6 %	1 GB	1s 0ms	1	4.22 W	Intel Xeon Silver 4314	1.09 mWh	108.89 uWh
11	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT (RT_G1000_hg19.zip)	5.01 mWh	1.67 mg	-	333.77 gCO₂e/kWh	97.6 %	1 GB	3s 1000ms	1	4.22 W	Intel Xeon Silver 4314	4.57 mWh	435.56 uWh
106	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (14_1-107349540)	0 Wh	0 g	-	333.77 gCO₂e/kWh	34 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
110	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (18_1-78077248)	0 Wh	0 g	-	333.77 gCO₂e/kWh	27.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
98	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (7_1-159138663)	0 Wh	0 g	-	333.77 gCO₂e/kWh	44.6 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
112	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (Y_1-59373566)	0 Wh	0 g	-	333.77 gCO₂e/kWh	37.5 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
109	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (17_1-81195210)	0 Wh	0 g	-	333.77 gCO₂e/kWh	6.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
101	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_1-141213431)	0 Wh	0 g	-	333.77 gCO₂e/kWh	62.7 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
118	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000225.1_1-211173)	0 Wh	0 g	-	333.77 gCO₂e/kWh	26.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
120	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000193.1_1-189789)	0 Wh	0 g	-	333.77 gCO₂e/kWh	21.6 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
92	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (1_1-249250621)	0 Wh	0 g	-	333.77 gCO₂e/kWh	44.2 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
114	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (22_1-51304566)	0 Wh	0 g	-	333.77 gCO₂e/kWh	51.6 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
108	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_1-90354753)	0 Wh	0 g	-	333.77 gCO₂e/kWh	34.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
105	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (13_1-115169878)	0 Wh	0 g	-	333.77 gCO₂e/kWh	13.8 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
104	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (12_1-133851895)	0 Wh	0 g	-	333.77 gCO₂e/kWh	57.1 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
102	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (10_1-135534747)	0 Wh	0 g	-	333.77 gCO₂e/kWh	21.5 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
103	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (11_1-135006516)	0 Wh	0 g	-	333.77 gCO₂e/kWh	96 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
122	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000222.1_1-186861)	0 Wh	0 g	-	333.77 gCO₂e/kWh	31.4 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
117	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000192.1_1-547496)	0 Wh	0 g	-	333.77 gCO₂e/kWh	82.1 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
107	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (15_1-102531392)	0 Wh	0 g	-	333.77 gCO₂e/kWh	93.2 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
124	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000195.1_1-182896)	0 Wh	0 g	-	333.77 gCO₂e/kWh	58.9 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
115	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (21_1-48129895)	0 Wh	0 g	-	333.77 gCO₂e/kWh	28.9 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
93	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (2_1-243199373)	0 Wh	0 g	-	333.77 gCO₂e/kWh	64 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
113	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (19_1-59128983)	0 Wh	0 g	-	333.77 gCO₂e/kWh	83.3 %	1 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
111	COMPLETED	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (20_1-63025520)	433.5 uWh	144.69 ug	-	333.77 gCO₂e/kWh	27.7 %	1 GB	1s 0ms	1	4.22 W	Intel Xeon Silver 4314	324.61 uWh	108.89 uWh
