task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
3,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),0 Wh,0 g,-,333.77 gCO₂e/kWh,69.9 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
2,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),7.7 mWh,2.57 mg,-,333.77 gCO₂e/kWh,82.9 %,12.88 GB,6s 0ms,2,4.22 W,Intel Xeon Silver 4314,5.83 mWh,1.87 mWh
16,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT,137.07 uWh,45.75 ug,-,333.77 gCO₂e/kWh,27.9 %,6.44 GB,284ms,1,4.22 W,Intel Xeon Silver 4314,92.85 uWh,44.22 uWh
1,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),17.73 mWh,5.92 mg,-,333.77 gCO₂e/kWh,27.6 %,6.44 GB,37s 0ms,1,4.22 W,Intel Xeon Silver 4314,11.97 mWh,5.76 mWh
17,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai),0 Wh,0 g,-,333.77 gCO₂e/kWh,39 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
18,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),0 Wh,0 g,-,333.77 gCO₂e/kWh,59.7 %,6.44 GB,0ms,1,4.22 W,Intel Xeon Silver 4314,0 Wh,0 Wh
5,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1),80.72 mWh,26.94 mg,-,333.77 gCO₂e/kWh,195.8 %,38.65 GB,24s 1000ms,6,4.22 W,Intel Xeon Silver 4314,57.36 mWh,23.35 mWh
7,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1),140.51 mWh,46.9 mg,-,333.77 gCO₂e/kWh,175.4 %,38.65 GB,47s 0ms,6,4.22 W,Intel Xeon Silver 4314,96.61 mWh,43.91 mWh
4,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1),927.54 mWh,309.59 mg,-,333.77 gCO₂e/kWh,700.9 %,77.31 GB,1min 32s 0ms,12,4.22 W,Intel Xeon Silver 4314,755.66 mWh,171.88 mWh
6,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1),1.64 Wh,547.92 mg,-,333.77 gCO₂e/kWh,721.6 %,77.31 GB,2min 39s 0ms,12,4.22 W,Intel Xeon Silver 4314,1.34 Wh,297.06 mWh
11,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1),423.03 mWh,141.19 mg,-,333.77 gCO₂e/kWh,191.7 %,38.65 GB,2min 12s 1000ms,6,4.22 W,Intel Xeon Silver 4314,298.78 mWh,124.24 mWh
9,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1),516.21 mWh,172.3 mg,-,333.77 gCO₂e/kWh,192.2 %,38.65 GB,2min 42s,6,4.22 W,Intel Xeon Silver 4314,364.88 mWh,151.33 mWh
13,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1),479.07 mWh,159.9 mg,-,333.77 gCO₂e/kWh,147.4 %,38.65 GB,3min,6,4.22 W,Intel Xeon Silver 4314,310.92 mWh,168.15 mWh
14,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1),474.63 mWh,158.42 mg,-,333.77 gCO₂e/kWh,154.4 %,38.65 GB,2min 53s 0ms,6,4.22 W,Intel Xeon Silver 4314,313.02 mWh,161.61 mWh
19,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP1_T1),2.73 Wh,912.83 mg,-,333.77 gCO₂e/kWh,1159.1 %,77.31 GB,2min 57s 0ms,12,4.22 W,Intel Xeon Silver 4314,2.4 Wh,330.69 mWh
21,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP1_T1),73.57 mWh,24.56 mg,-,333.77 gCO₂e/kWh,548.1 %,38.65 GB,10s 0ms,6,4.22 W,Intel Xeon Silver 4314,64.23 mWh,9.34 mWh
22,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP1_T1),7.34 mWh,2.45 mg,-,333.77 gCO₂e/kWh,130.1 %,12.88 GB,3s 1000ms,2,4.22 W,Intel Xeon Silver 4314,6.1 mWh,1.25 mWh
20,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP2_T1),4.69 Wh,1.56 g,-,333.77 gCO₂e/kWh,1195.8 %,77.31 GB,4min 54s 1000ms,12,4.22 W,Intel Xeon Silver 4314,4.13 Wh,551.15 mWh
23,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP2_T1),162.54 mWh,54.25 mg,-,333.77 gCO₂e/kWh,475.1 %,38.65 GB,24s 1000ms,6,4.22 W,Intel Xeon Silver 4314,139.19 mWh,23.35 mWh
24,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP2_T1),12.88 mWh,4.3 mg,-,333.77 gCO₂e/kWh,130.4 %,12.88 GB,6s 1000ms,2,4.22 W,Intel Xeon Silver 4314,10.7 mWh,2.18 mWh
10,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1),6.31 Wh,2.11 g,-,333.77 gCO₂e/kWh,796.8 %,77.31 GB,9min 23s 0ms,12,4.22 W,Intel Xeon Silver 4314,5.26 Wh,1.05 Wh
15,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP2_T1),5.48 Wh,1.83 g,-,333.77 gCO₂e/kWh,756 %,77.31 GB,8min 30s 1000ms,12,4.22 W,Intel Xeon Silver 4314,4.53 Wh,954.71 mWh
12,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP1_T1),5.7 Wh,1.9 g,-,333.77 gCO₂e/kWh,752.9 %,77.31 GB,8min 53s 0ms,12,4.22 W,Intel Xeon Silver 4314,4.7 Wh,995.81 mWh
8,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1),7.4 Wh,2.47 g,-,333.77 gCO₂e/kWh,813.5 %,77.31 GB,10min 49s 0ms,12,4.22 W,Intel Xeon Silver 4314,6.19 Wh,1.21 Wh
26,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP2_T1),7.09 Wh,2.37 g,-,333.77 gCO₂e/kWh,1274.5 %,77.31 GB,7min 1s 1000ms,13,4.22 W,Intel Xeon Silver 4314,6.3 Wh,788.43 mWh
27,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP1_T1),7.44 Wh,2.48 g,-,333.77 gCO₂e/kWh,1286.4 %,77.31 GB,7min 18s 1000ms,13,4.22 W,Intel Xeon Silver 4314,6.62 Wh,820.19 mWh
29,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_STD_REP2_T1),393.24 mWh,131.25 mg,-,333.77 gCO₂e/kWh,530.4 %,38.65 GB,55s 0ms,6,4.22 W,Intel Xeon Silver 4314,341.86 mWh,51.38 mWh
30,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_STD_REP1_T1),402.49 mWh,134.34 mg,-,333.77 gCO₂e/kWh,533.6 %,38.65 GB,56s 0ms,6,4.22 W,Intel Xeon Silver 4314,350.18 mWh,52.31 mWh
31,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_STD_REP2_T1),25.3 mWh,8.44 mg,-,333.77 gCO₂e/kWh,139.5 %,12.88 GB,12s 1000ms,2,4.22 W,Intel Xeon Silver 4314,21.25 mWh,4.05 mWh
32,COMPLETED,NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_STD_REP1_T1),28.47 mWh,9.5 mg,-,333.77 gCO₂e/kWh,135.4 %,12.88 GB,15s 0ms,2,4.22 W,Intel Xeon Silver 4314,23.8 mWh,4.67 mWh
