task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	0 Wh	0 g	-	333.77 gCO₂e/kWh	53 %	6 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
15	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2)	247.17 mWh	82.5 mg	-	333.77 gCO₂e/kWh	89.1 %	42 GB	43s 1000ms	6	4.22 W	Intel Xeon Silver 4314	45.94 mWh	201.23 mWh
10	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3)	338.73 mWh	113.06 mg	-	333.77 gCO₂e/kWh	108.1 %	42 GB	57s 1000ms	6	4.22 W	Intel Xeon Silver 4314	73.47 mWh	265.25 mWh
17	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2)	147.04 mWh	49.08 mg	-	333.77 gCO₂e/kWh	94.2 %	12 GB	1min 1000ms	2	4.22 W	Intel Xeon Silver 4314	67.34 mWh	79.71 mWh
20	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	35.52 mWh	11.85 mg	-	333.77 gCO₂e/kWh	56.5 %	6 GB	26s 1000ms	1	4.22 W	Intel Xeon Silver 4314	17.88 mWh	17.64 mWh
5	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	35.58 mWh	11.88 mg	-	333.77 gCO₂e/kWh	56.7 %	6 GB	26s 1000ms	1	4.22 W	Intel Xeon Silver 4314	17.94 mWh	17.64 mWh
11	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	36.9 mWh	12.32 mg	-	333.77 gCO₂e/kWh	56.7 %	6 GB	28s 0ms	1	4.22 W	Intel Xeon Silver 4314	18.6 mWh	18.29 mWh
14	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	35.68 mWh	11.91 mg	-	333.77 gCO₂e/kWh	57 %	6 GB	26s 1000ms	1	4.22 W	Intel Xeon Silver 4314	18.04 mWh	17.64 mWh
8	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	37.09 mWh	12.38 mg	-	333.77 gCO₂e/kWh	57.3 %	6 GB	28s 0ms	1	4.22 W	Intel Xeon Silver 4314	18.8 mWh	18.29 mWh
4	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa)	71.66 mWh	23.92 mg	-	333.77 gCO₂e/kWh	80.1 %	42 GB	12s 1000ms	6	4.22 W	Intel Xeon Silver 4314	12.2 mWh	59.45 mWh
9	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3)	261.36 mWh	87.23 mg	-	333.77 gCO₂e/kWh	98.9 %	12 GB	1min 45s 1000ms	2	4.22 W	Intel Xeon Silver 4314	122.85 mWh	138.51 mWh
16	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	23.47 mWh	7.83 mg	-	333.77 gCO₂e/kWh	69.4 %	6 GB	15s 1000ms	1	4.22 W	Intel Xeon Silver 4314	13.01 mWh	10.45 mWh
13	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1)	688.71 mWh	229.87 mg	-	333.77 gCO₂e/kWh	72.5 %	42 GB	2min 7s 0ms	6	4.22 W	Intel Xeon Silver 4314	107.9 mWh	580.81 mWh
12	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1)	337.95 mWh	112.8 mg	-	333.77 gCO₂e/kWh	99 %	12 GB	2min 17s 0ms	2	4.22 W	Intel Xeon Silver 4314	158.94 mWh	179.01 mWh
21	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa)	949.14 mWh	316.79 mg	-	333.77 gCO₂e/kWh	231.9 %	84 GB	1min 19s 1000ms	12	4.22 W	Intel Xeon Silver 4314	217.41 mWh	731.73 mWh
2	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1)	957.46 mWh	319.57 mg	-	333.77 gCO₂e/kWh	79.3 %	42 GB	2min 54s 0ms	6	4.22 W	Intel Xeon Silver 4314	161.7 mWh	795.76 mWh
7	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2)	696.88 mWh	232.6 mg	-	333.77 gCO₂e/kWh	105.3 %	42 GB	1min 59s 1000ms	6	4.22 W	Intel Xeon Silver 4314	148.08 mWh	548.8 mWh
6	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2)	523.44 mWh	174.71 mg	-	333.77 gCO₂e/kWh	98.2 %	12 GB	3min 33s 0ms	2	4.22 W	Intel Xeon Silver 4314	245.12 mWh	278.32 mWh
18	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3)	923.83 mWh	308.35 mg	-	333.77 gCO₂e/kWh	81.8 %	42 GB	2min 47s 0ms	6	4.22 W	Intel Xeon Silver 4314	160.09 mWh	763.75 mWh
3	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1)	550.5 mWh	183.74 mg	-	333.77 gCO₂e/kWh	100.1 %	12 GB	3min 42s 0ms	2	4.22 W	Intel Xeon Silver 4314	260.42 mWh	290.08 mWh
19	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3)	544.65 mWh	181.79 mg	-	333.77 gCO₂e/kWh	98.8 %	12 GB	3min 41s 0ms	2	4.22 W	Intel Xeon Silver 4314	255.88 mWh	288.77 mWh
26	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2)	7.2 Wh	2.4 g	-	333.77 gCO₂e/kWh	573.8 %	42 GB	10min 36s 1000ms	6	4.22 W	Intel Xeon Silver 4314	4.28 Wh	2.91 Wh
28	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R2)	73.82 mWh	24.64 mg	-	333.77 gCO₂e/kWh	509.6 %	42 GB	6s 1000ms	6	4.22 W	Intel Xeon Silver 4314	41.8 mWh	32.01 mWh
29	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R2)	84.8 mWh	28.3 mg	-	333.77 gCO₂e/kWh	514.3 %	42 GB	7s 1000ms	6	4.22 W	Intel Xeon Silver 4314	48.22 mWh	36.59 mWh
30	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R2)	18.87 mWh	6.3 mg	-	333.77 gCO₂e/kWh	156.8 %	12 GB	6s 0ms	2	4.22 W	Intel Xeon Silver 4314	11.03 mWh	7.84 mWh
31	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_R2)	0 Wh	0 g	-	333.77 gCO₂e/kWh	83.3 %	6 GB	0ms	1	4.22 W	Intel Xeon Silver 4314	0 Wh	0 Wh
32	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R2)	13.45 mWh	4.49 mg	-	333.77 gCO₂e/kWh	135.5 %	6 GB	6s 0ms	2	4.22 W	Intel Xeon Silver 4314	9.53 mWh	3.92 mWh
33	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_R2)	31.55 mWh	10.53 mg	-	333.77 gCO₂e/kWh	168.6 %	6 GB	11s 1000ms	2	4.22 W	Intel Xeon Silver 4314	23.71 mWh	7.84 mWh
35	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (1)	121.2 mWh	40.45 mg	-	333.77 gCO₂e/kWh	154.1 %	42 GB	19s 0ms	6	4.22 W	Intel Xeon Silver 4314	34.31 mWh	86.89 mWh
36	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (K562_R2)	28.53 mWh	9.52 mg	-	333.77 gCO₂e/kWh	96.6 %	42 GB	5s 0ms	6	4.22 W	Intel Xeon Silver 4314	5.66 mWh	22.87 mWh
34	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (K562_R2)	318.04 mWh	106.15 mg	-	333.77 gCO₂e/kWh	121.8 %	42 GB	52s 1000ms	6	4.22 W	Intel Xeon Silver 4314	75.65 mWh	242.39 mWh
37	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (K562_R2)	93.6 mWh	31.24 mg	-	333.77 gCO₂e/kWh	79.6 %	42 GB	16s 1000ms	6	4.22 W	Intel Xeon Silver 4314	15.86 mWh	77.75 mWh
