task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
1,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_ANALYSIS_MASK,16.16 mWh,5.39 mg,-,333.77 gCO₂e/kWh,1240.6 %,6.44 GB,1s 100ms,13,4.22 W,Intel Xeon Silver 4314,15.99 mWh,171.26 uWh
2,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_TILE_ALLOW_LIST,31.95 mWh,10.67 mg,-,333.77 gCO₂e/kWh,1603 %,6.44 GB,1s 687ms,17,4.22 W,Intel Xeon Silver 4314,31.69 mWh,262.65 uWh
11,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19931219_20200913_02_T1),110.49 uWh,36.88 ug,-,333.77 gCO₂e/kWh,59.8 %,6.44 GB,129ms,1,4.22 W,Intel Xeon Silver 4314,90.4 uWh,20.08 uWh
4,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980710_20200909_02_T1),94.67 uWh,31.6 ug,-,333.77 gCO₂e/kWh,70 %,6.44 GB,97ms,1,4.22 W,Intel Xeon Silver 4314,79.57 uWh,15.1 uWh
28,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19930525_20200914_02_T1),105.1 uWh,35.08 ug,-,333.77 gCO₂e/kWh,84.2 %,6.44 GB,92ms,1,4.22 W,Intel Xeon Silver 4314,90.78 uWh,14.32 uWh
25,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19940325_20200913_02_T1),103.39 uWh,34.51 ug,-,333.77 gCO₂e/kWh,97 %,6.44 GB,80ms,1,4.22 W,Intel Xeon Silver 4314,90.94 uWh,12.46 uWh
22,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19930930_20200913_02_T1),107.36 uWh,35.83 ug,-,333.77 gCO₂e/kWh,63.7 %,6.44 GB,119ms,1,4.22 W,Intel Xeon Silver 4314,88.83 uWh,18.53 uWh
12,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19850127_20200918_02_T1),102.22 uWh,34.12 ug,-,333.77 gCO₂e/kWh,100 %,6.44 GB,77ms,1,4.22 W,Intel Xeon Silver 4314,90.23 uWh,11.99 uWh
27,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19900704_20200916_02_T1),99.79 uWh,33.31 ug,-,333.77 gCO₂e/kWh,94.5 %,6.44 GB,79ms,1,4.22 W,Intel Xeon Silver 4314,87.49 uWh,12.3 uWh
9,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19900618_20200916_02_T1),105.86 uWh,35.33 ug,-,333.77 gCO₂e/kWh,81.8 %,6.44 GB,95ms,1,4.22 W,Intel Xeon Silver 4314,91.07 uWh,14.79 uWh
31,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19871219_20211115_02_T1),128.47 uWh,42.88 ug,-,333.77 gCO₂e/kWh,56.1 %,6.44 GB,158ms,1,4.22 W,Intel Xeon Silver 4314,103.87 uWh,24.6 uWh
16,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19851127_20200918_02_T1),96.92 uWh,32.35 ug,-,333.77 gCO₂e/kWh,91.4 %,6.44 GB,79ms,1,4.22 W,Intel Xeon Silver 4314,84.62 uWh,12.3 uWh
29,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19940731_20200913_02_T1),148.83 uWh,49.67 ug,-,333.77 gCO₂e/kWh,74.3 %,6.44 GB,145ms,1,4.22 W,Intel Xeon Silver 4314,126.25 uWh,22.58 uWh
32,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19981115_20211129_02_T1),103.39 uWh,34.51 ug,-,333.77 gCO₂e/kWh,97 %,6.44 GB,80ms,1,4.22 W,Intel Xeon Silver 4314,90.94 uWh,12.46 uWh
3,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19891021_20200916_02_T1),105.56 uWh,35.23 ug,-,333.77 gCO₂e/kWh,70.9 %,6.44 GB,107ms,1,4.22 W,Intel Xeon Silver 4314,88.9 uWh,16.66 uWh
19,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19870914_20201014_02_T1),108.73 uWh,36.29 ug,-,333.77 gCO₂e/kWh,70.3 %,6.44 GB,111ms,1,4.22 W,Intel Xeon Silver 4314,91.44 uWh,17.28 uWh
10,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970418_20200910_02_T1),88.35 uWh,29.49 ug,-,333.77 gCO₂e/kWh,92.9 %,6.44 GB,71ms,1,4.22 W,Intel Xeon Silver 4314,77.3 uWh,11.05 uWh
7,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920216_20200914_02_T1),102.9 uWh,34.35 ug,-,333.77 gCO₂e/kWh,93.8 %,6.44 GB,82ms,1,4.22 W,Intel Xeon Silver 4314,90.14 uWh,12.77 uWh
23,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19900922_20200915_02_T1),205.87 uWh,68.71 ug,-,333.77 gCO₂e/kWh,67.3 %,6.44 GB,218ms,1,4.22 W,Intel Xeon Silver 4314,171.93 uWh,33.94 uWh
30,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19910418_20200915_02_T1),89.22 uWh,29.78 ug,-,333.77 gCO₂e/kWh,89.6 %,6.44 GB,74ms,1,4.22 W,Intel Xeon Silver 4314,77.7 uWh,11.52 uWh
20,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19860607_20200917_02_T1),92.48 uWh,30.87 ug,-,333.77 gCO₂e/kWh,74.4 %,6.44 GB,90ms,1,4.22 W,Intel Xeon Silver 4314,78.47 uWh,14.01 uWh
15,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19870728_20201014_02_T1),88.08 uWh,29.4 ug,-,333.77 gCO₂e/kWh,91.1 %,6.44 GB,72ms,1,4.22 W,Intel Xeon Silver 4314,76.87 uWh,11.21 uWh
26,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19960805_20200911_02_T1),288.22 uWh,96.2 ug,-,333.77 gCO₂e/kWh,55.8 %,6.44 GB,356ms,1,4.22 W,Intel Xeon Silver 4314,232.79 uWh,55.43 uWh
17,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920420_20200914_02_T1),98.65 uWh,32.93 ug,-,333.77 gCO₂e/kWh,54.6 %,6.44 GB,124ms,1,4.22 W,Intel Xeon Silver 4314,79.34 uWh,19.31 uWh
24,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970504_20211128_02_T1),97.26 uWh,32.46 ug,-,333.77 gCO₂e/kWh,94.5 %,6.44 GB,77ms,1,4.22 W,Intel Xeon Silver 4314,85.27 uWh,11.99 uWh
33,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19931016_20200913_02_T1),89.93 uWh,30.02 ug,-,333.77 gCO₂e/kWh,93.3 %,6.44 GB,72ms,1,4.22 W,Intel Xeon Silver 4314,78.72 uWh,11.21 uWh
8,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19900517_20200915_02_T1),166.04 uWh,55.42 ug,-,333.77 gCO₂e/kWh,63.3 %,6.44 GB,185ms,1,4.22 W,Intel Xeon Silver 4314,137.23 uWh,28.8 uWh
6,COMPLETED,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980507_20200909_02_T1),86.19 uWh,28.77 ug,-,333.77 gCO₂e/kWh,90.3 %,6.44 GB,71ms,1,4.22 W,Intel Xeon Silver 4314,75.13 uWh,11.05 uWh
