task_id,status,name,energy_consumption,CO2e,CO2e_market,carbon_intensity,%cpu,memory,realtime,cpus,powerdraw_cpu,cpu_model,raw_energy_processor,raw_energy_memory
2,COMPLETED,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),234.21 uWh,78.17 ug,-,333.77 gCO₂e/kWh,6.7 %,6.44 GB,1s 0ms,1,4.22 W,Intel Xeon Silver 4314,78.52 uWh,155.69 uWh
3,COMPLETED,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),13.1 mWh,4.37 mg,-,333.77 gCO₂e/kWh,98.5 %,6.44 GB,10s 0ms,1,4.22 W,Intel Xeon Silver 4314,11.54 mWh,1.56 mWh
1,COMPLETED,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),14.38 mWh,4.8 mg,-,333.77 gCO₂e/kWh,98.3 %,6.44 GB,11s 0ms,1,4.22 W,Intel Xeon Silver 4314,12.67 mWh,1.71 mWh
14,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),337.26 mWh,112.57 mg,-,333.77 gCO₂e/kWh,199.7 %,38.65 GB,1min 42s 1000ms,6,4.22 W,Intel Xeon Silver 4314,241.04 mWh,96.22 mWh
38,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),360.44 mWh,120.3 mg,-,333.77 gCO₂e/kWh,199.9 %,38.65 GB,1min 50s 0ms,6,4.22 W,Intel Xeon Silver 4314,257.68 mWh,102.76 mWh
19,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),379.38 mWh,126.63 mg,-,333.77 gCO₂e/kWh,201.8 %,38.65 GB,1min 54s 1000ms,6,4.22 W,Intel Xeon Silver 4314,271.96 mWh,107.43 mWh
5,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1),376.02 mWh,125.5 mg,-,333.77 gCO₂e/kWh,199.3 %,38.65 GB,1min 54s 1000ms,6,4.22 W,Intel Xeon Silver 4314,268.59 mWh,107.43 mWh
7,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2),378.17 mWh,126.22 mg,-,333.77 gCO₂e/kWh,200.9 %,38.65 GB,1min 54s 1000ms,6,4.22 W,Intel Xeon Silver 4314,270.74 mWh,107.43 mWh
31,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1),404.34 mWh,134.96 mg,-,333.77 gCO₂e/kWh,200.8 %,38.65 GB,2min 3s 0ms,6,4.22 W,Intel Xeon Silver 4314,289.43 mWh,114.9 mWh
33,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),403.9 mWh,134.81 mg,-,333.77 gCO₂e/kWh,200.5 %,38.65 GB,2min 3s 0ms,6,4.22 W,Intel Xeon Silver 4314,289 mWh,114.9 mWh
32,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP2),420.47 mWh,140.34 mg,-,333.77 gCO₂e/kWh,200.6 %,38.65 GB,2min 8s 0ms,6,4.22 W,Intel Xeon Silver 4314,300.9 mWh,119.57 mWh
34,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP1),432.06 mWh,144.21 mg,-,333.77 gCO₂e/kWh,199.6 %,38.65 GB,2min 12s 0ms,6,4.22 W,Intel Xeon Silver 4314,308.76 mWh,123.31 mWh
25,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1),420.88 mWh,140.48 mg,-,333.77 gCO₂e/kWh,198.7 %,38.65 GB,2min 8s 1000ms,6,4.22 W,Intel Xeon Silver 4314,300.38 mWh,120.51 mWh
28,COMPLETED,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1),518.46 mWh,173.05 mg,-,333.77 gCO₂e/kWh,200.3 %,38.65 GB,2min 38s 0ms,6,4.22 W,Intel Xeon Silver 4314,370.87 mWh,147.6 mWh
