name;hash;path;type;size
NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);b7cd1c56a77843fa6bde486a53369474;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b3/1768c5dea4481aa5a4e4ca05523312/samplesheet_full.csv;f;634
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2);df0ceef0054657544df9f9682cbbe1f6;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/59/1569d25327b61d50978b910d39f479/SGNex_K562_directcDNA_replicate3_run1.fastq.gz;f;552771753
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2);beb06910c7a9f28b1f488c866740912b;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/59/1569d25327b61d50978b910d39f479/SGNex_K562_directcDNA_replicate3_run1.fastq.gz;f;552771753
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1);301555bb60204519e55c216baba97bce;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/87/85a053db71faf48ac9be35524cdcfa/SGNex_A549_cDNA_replicate1_run2.fastq.gz;f;2334523613
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1);0ecdb8c093bdae0030e98fd5b955990a;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/87/85a053db71faf48ac9be35524cdcfa/SGNex_A549_cDNA_replicate1_run2.fastq.gz;f;2334523613
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3);305b89a2ab5df9b89c4c74b121beadaf;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/1a/90579e17d74cd7eca788edc98c814d/SGNex_A549_directcDNA_replicate5_run3.fastq.gz;f;1085409224
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3);96da7c6bf09a5c84278c09e3f1ed8cd6;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/1a/90579e17d74cd7eca788edc98c814d/SGNex_A549_directcDNA_replicate5_run3.fastq.gz;f;1085409224
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2);43e792e0e53505662e2c404b05053d9c;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/78/c09cc05176058f616b74d9cb006102/SGNex_A549_directcDNA_replicate3_run2.fastq.gz;f;2367200158
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2);9b01290f53e5dbfcac491de093dd8482;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/78/c09cc05176058f616b74d9cb006102/SGNex_A549_directcDNA_replicate3_run2.fastq.gz;f;2367200158
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);65e5dee831458bf9b614e4931260bb3a;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);1432ad6ccdc20375a470c82102072c01;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);c2a49b1ad9a556a3eea0768fd1d6ef76;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);a033046c3a835945c297f473876daf2c;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);eb580db1d671f789a337b7df5df0f395;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);9411222ccdfe7f65dd12b5624dd8e201;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa);80be7d62fc436e2ef22a29a243dcdf91;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1);ba981f4f5baaeb06dccd672b3642233d;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/18/8233f2f29e902815a687d03696d86c/SGNex_K562_cDNA_replicate1_run3.fastq.gz;f;1428166894
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1);d18936c3e6c7710923cd0fb1b0489a41;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/18/8233f2f29e902815a687d03696d86c/SGNex_K562_cDNA_replicate1_run3.fastq.gz;f;1428166894
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa);ee7542ca64201ec826dc18ff1bf87f50;/input/data/work/80/be7d62fc436e2ef22a29a243dcdf91/genome.fa.sizes;f;302
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa);ee7542ca64201ec826dc18ff1bf87f50;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/b0/0dd29de54972ceae1a424392f7412a/genome.fa;f;3147288982
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3);42c96da7d0190689bc37f4a9029719b5;/input/data/work/stage-95442ec6-3529-4167-a4d1-1f847a1a328e/83/07496c57082c44535aa25a0a5a28df/SGNex_K562_directcDNA_replicate4_run2.fastq.gz;f;2376142392
