task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);b7cd1c56a77843fa6bde486a53369474;1;634;2;748;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1);301555bb60204519e55c216baba97bce;1;2334523613;3;1009534;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1);0ecdb8c093bdae0030e98fd5b955990a;1;2334523613;18;3022202;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa);80be7d62fc436e2ef22a29a243dcdf91;1;3147288982;2;379;37
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);9411222ccdfe7f65dd12b5624dd8e201;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2);43e792e0e53505662e2c404b05053d9c;1;2367200158;3;1062018;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2);9b01290f53e5dbfcac491de093dd8482;1;2367200158;18;3110236;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);1432ad6ccdc20375a470c82102072c01;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3);96da7c6bf09a5c84278c09e3f1ed8cd6;1;1085409224;18;2977106;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3);305b89a2ab5df9b89c4c74b121beadaf;1;1085409224;3;1182253;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);c2a49b1ad9a556a3eea0768fd1d6ef76;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1);ba981f4f5baaeb06dccd672b3642233d;1;1428166894;3;1090545;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);65e5dee831458bf9b614e4931260bb3a;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1);d18936c3e6c7710923cd0fb1b0489a41;1;1428166894;18;3030019;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2);df0ceef0054657544df9f9682cbbe1f6;1;552771753;18;3023665;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2);beb06910c7a9f28b1f488c866740912b;1;552771753;3;1097006;1
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);a033046c3a835945c297f473876daf2c;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3);240c219bb0e849ce397375ead526652a;1;2376142392;3;1153533;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3);42c96da7d0190689bc37f4a9029719b5;1;2376142392;18;3038198;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);eb580db1d671f789a337b7df5df0f395;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa);ee7542ca64201ec826dc18ff1bf87f50;2;3147289284;4;14721577032;6
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R1);1ca11a7fe4fd2859c344a7ce02132baf;4;17056100565;3;5951400828;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R2);918be4d598e61bbd31133a0c95834c80;4;17088777110;3;6001669813;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R3);0f4728fe4aa891ea5b6d1b9cc56a15a4;4;15806986176;3;2726018345;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R1);677853b7b8e1365bc10e7d563f52851a;4;16149743846;3;3606203674;1
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2);08166ae687818aecc9ef97d8d7ed3cc7;4;15274348705;3;1444979344;1
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R3);b9b5343f7b585805ffc6b411504cf0f7;4;17097719344;3;5933393391;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R2);229fa620332ecd7721bae6fa3bbdb86c;2;1444979264;2;702944252;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R2);0ea4ea0452ac98b8683818c0b8474e66;1;702944162;2;677416805;6
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R2);35cecda9373e0654a35d78e414ccfc91;1;677416719;2;2033295;5
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_R2);1b48d529fb35b0f806e99a96c9d46304;3;3826738909;2;5328894;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (K562_R2);b06ad73b296cf0b7278f2948dd14f038;2;679449927;2;619;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R2);13aa6f6148874d209dc52255debd3b01;2;679449927;2;587;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (K562_R2);38118e6bf6915dcfc4b456631c462d8e;3;679450229;3;190827872;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (1);4035525515ddabe7ec7e38908ff596c7;3;679450229;3;88840823;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (K562_R2);e5c2e4b3f4b629ff29f6fdfd610df081;2;88840739;3;33136470;0
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (K562_R2);2859678d75f1d89912ffce48f4df113c;2;190827785;3;40004407;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R3);eb823ef7b69c27a727044766bb8353cf;2;2726018265;2;1359956880;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R3);6d46c8a28f9f8248711199cebc5acff6;1;1359956790;2;1261852194;7
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R3);a4beb19fb0ccb37428c1b1e492266556;1;1261852108;2;2088519;5
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (A549_R3);6b80aa81595f4faca172a7771492b180;2;1263940540;2;591;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (A549_R3);96883b64a2a6514f9001a20cad33a5eb;2;1263940540;2;627;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (A549_R3);58f0be1294b3e6e107a2f0772bcdebc6;3;4411229522;2;24964909;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:BEDTOOLS_BAMBED (2);451f2fdcc3f1603a7ea30934d11080b8;3;1263940842;3;169403154;1
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:BEDTOOLS_GENOMECOV (A549_R3);20b773ed678d44dbd4ddadec92ea3eda;3;1263940842;3;279215159;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R1);5eb2de58b35827dd4ac61a0414d110b4;2;3606203594;2;1772156005;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R1);af0a423d3823e121d1733b64c7c9456c;1;1772155915;2;1667335539;7
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGBED:UCSC_BED12TOBIGBED (A549_R3);7795140ad39dd52838a24ef7c68c2ce2;2;169403070;3;57245019;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R1);8474082b6f3db03d6b2aa6fee0e02eb7;1;1667335453;2;2248455;5
NFCORE_NANOSEQ:NANOSEQ:BEDTOOLS_UCSC_BIGWIG:UCSC_BEDGRAPHTOBIGWIG (A549_R3);315a7050c59855997cddc7753fe1fac4;2;279215072;3;52619874;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (K562_R1);3446a864c0109fdf7be62619952ce573;2;1669583821;2;591;1
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (K562_R1);37082701790e0b32d919417a55275e5f;3;4816872803;2;2733568;1
