,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_low_mem_low_w01_t01,1782501865000,1782502472019,0.501462,48.323703,142807040,hu-worker-c45,607019,Intel Xeon Silver 4314
1,ichnos_cpu_low_mem_low_w01_t02,1782501865000,1782502470374,0.501337,49.14956,142843904,hu-worker-c42,605374,Intel Xeon Silver 4314
2,ichnos_cpu_low_mem_low_w01_t03,1782501865000,1782502470375,0.500521,47.595037,142774272,hu-worker-c40,605375,Intel Xeon Silver 4314
3,ichnos_cpu_low_mem_low_w01_t04,1782501865000,1782502470376,0.501176,46.905086,142761984,hu-worker-c44,605376,Intel Xeon Silver 4314
4,ichnos_cpu_low_mem_low_w02_t01,1782502474000,1782503079053,0.500947,48.221016,142766080,hu-worker-c45,605053,Intel Xeon Silver 4314
5,ichnos_cpu_low_mem_low_w02_t02,1782502474000,1782503079053,0.500596,48.441043,142807040,hu-worker-c44,605053,Intel Xeon Silver 4314
6,ichnos_cpu_low_mem_low_w02_t03,1782502474000,1782503079054,0.501365,48.410085,142761984,hu-worker-c42,605054,Intel Xeon Silver 4314
7,ichnos_cpu_low_mem_low_w02_t04,1782502474000,1782503079054,0.501475,48.399607,142766080,hu-worker-c40,605054,Intel Xeon Silver 4314
8,ichnos_cpu_low_mem_low_w03_t01,1782503081000,1782503686386,0.501431,48.256659,142770176,hu-worker-c45,605386,Intel Xeon Silver 4314
9,ichnos_cpu_low_mem_low_w03_t02,1782503081000,1782503686387,0.501222,48.445991,142827520,hu-worker-c42,605387,Intel Xeon Silver 4314
10,ichnos_cpu_low_mem_low_w03_t03,1782503081000,1782503686387,0.501464,48.592534,142774272,hu-worker-c40,605387,Intel Xeon Silver 4314
11,ichnos_cpu_low_mem_low_w03_t04,1782503081000,1782503686387,0.500967,46.577728,142827520,hu-worker-c44,605387,Intel Xeon Silver 4314
12,ichnos_cpu_low_mem_low_w04_t01,1782503688000,1782504293042,0.501304,48.466554,142745600,hu-worker-c42,605042,Intel Xeon Silver 4314
13,ichnos_cpu_low_mem_low_w04_t03,1782503688000,1782504293898,0.501309,45.885903,142761984,hu-worker-c40,605898,Intel Xeon Silver 4314
14,ichnos_cpu_low_mem_low_w04_t02,1782503689000,1782504293043,0.501005,49.158461,142774272,hu-worker-c44,604043,Intel Xeon Silver 4314
15,ichnos_cpu_low_mem_low_w04_t04,1782503689000,1782504293044,0.501317,49.13545,142778368,hu-worker-c45,604044,Intel Xeon Silver 4314
