id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
0,ichnos_cpu_low_mem_low_w01_t01,1780076587000,1780076700000,0,0.017215,Intel Xeon Silver 4314,21426176.0,,,1.525830531539352e-08,3.588157631439633e-08,2.7389434444137464e-07,2.7389434444137464e-07,0.0,1.0,
1,ichnos_cpu_low_mem_low_w01_t02,1780076587000,1780076700000,0,0.015052,Intel Xeon Silver 4314,21430272.0,,,1.3153199464962124e-08,3.879885070800782e-08,2.7824460641532986e-07,2.7824460641532986e-07,0.0,1.0,
2,ichnos_cpu_low_mem_low_w01_t03,1780076587000,1780076700000,0,0.023103,Intel Xeon Silver 4314,21422080.0,,,1.9980906304687497e-08,4.166764612515768e-08,3.301776444412113e-07,3.301776444412113e-07,0.0,1.0,
3,ichnos_cpu_low_mem_low_w01_t04,1780076587000,1780076700000,0,0.023353,Intel Xeon Silver 4314,21422080.0,,,2.0407033424479175e-08,3.878401934305827e-08,3.1701575470115277e-07,3.1701575470115277e-07,0.0,1.0,
4,ichnos_cpu_low_mem_low_w02_t01,1780077193000,1780077300000,0,0.015874,Intel Xeon Silver 4314,21434368.0,,,1.2999855213541664e-08,3.947783678658803e-08,2.967520297920605e-07,2.967520297920605e-07,0.0,1.0,
5,ichnos_cpu_low_mem_low_w02_t02,1780077193000,1780077300000,0,0.033981,Intel Xeon Silver 4314,21434368.0,,,2.851942487010732e-08,3.398935026094649e-08,3.534771920653875e-07,3.534771920653875e-07,0.0,1.0,
6,ichnos_cpu_low_mem_low_w02_t03,1780077193000,1780077300000,0,0.023478,Intel Xeon Silver 4314,21426176.0,,,1.9227075765624996e-08,3.946274875418345e-08,3.3188218161099044e-07,3.3188218161099044e-07,0.0,1.0,
7,ichnos_cpu_low_mem_low_w02_t04,1780077193000,1780077300000,0,0.027658,Intel Xeon Silver 4314,21438464.0,,,2.2885652696496222e-08,3.675277860005697e-08,3.3724641108573957e-07,3.3724641108573957e-07,0.0,1.0,
8,ichnos_cpu_low_mem_low_w03_t01,1780077799000,1780077900000,0,0.0,Intel Xeon Silver 4314,21422080.0,,,0.0,3.724276335080465e-08,2.2287470802000047e-07,2.2287470802000047e-07,0.0,1.0,
9,ichnos_cpu_low_mem_low_w03_t02,1780077799000,1780077900000,0,0.017678,Intel Xeon Silver 4314,21438464.0,,,1.3807442914299246e-08,3.469187512715658e-08,2.9023864661951333e-07,2.9023864661951333e-07,0.0,1.0,
10,ichnos_cpu_low_mem_low_w03_t03,1780077799000,1780077900000,0,0.0,Intel Xeon Silver 4314,21430272.0,,,0.0,3.207727440897623e-08,1.923750369532623e-07,1.923750369532623e-07,0.0,1.0,
11,ichnos_cpu_low_mem_low_w03_t04,1780077799000,1780077900000,0,0.0,Intel Xeon Silver 4314,21426176.0,,,0.0,3.724988433806102e-08,2.2291806030839796e-07,2.2291806030839796e-07,0.0,1.0,
12,ichnos_cpu_low_mem_low_w04_t01,1780078406000,1780078500000,0,0.0,Intel Xeon Silver 4314,21422080.0,,,0.0,3.466158173243205e-08,2.2294771858577728e-07,2.2294771858577728e-07,0.0,1.0,
13,ichnos_cpu_low_mem_low_w04_t02,1780078406000,1780078500000,0,0.0,Intel Xeon Silver 4314,21434368.0,,,0.0,2.9859803032981025e-08,1.9206238265536194e-07,1.9206238265536194e-07,0.0,1.0,
14,ichnos_cpu_low_mem_low_w04_t03,1780078406000,1780078500000,0,0.0,Intel Xeon Silver 4314,21426176.0,,,0.0,3.22689813486735e-08,2.0755889405316672e-07,2.0755889405316672e-07,0.0,1.0,
15,ichnos_cpu_low_mem_low_w04_t04,1780078406000,1780078500000,0,0.0,Intel Xeon Silver 4314,21426176.0,,,0.0,3.4668209185918174e-08,2.22991453644866e-07,2.22991453644866e-07,0.0,1.0,
